"country","year","infant_mortality"
"Nicaragua",1965,126.6
"Niger",1965,NA
"Nigeria",1965,191
"Norway",1965,16
"Oman",1965,197.6
"Pakistan",1965,160.5
"Panama",1965,59
"Papua New Guinea",1965,116.1
"Paraguay",1965,60
"Peru",1965,118.2
"Philippines",1965,60.2
"Poland",1965,40.8
"Portugal",1965,66.4
"Puerto Rico",1965,NA
"Qatar",1965,NA
"Romania",1965,NA
"Russia",1965,NA
"Rwanda",1965,122.2
"St. Lucia",1965,NA
"St. Vincent and the Grenadines",1965,NA
"Samoa",1965,NA
"Saudi Arabia",1965,NA
"Senegal",1965,125.7
"Serbia",1965,NA
"Seychelles",1965,66
"Sierra Leone",1965,207.6
"Singapore",1965,27.3
"Slovak Republic",1965,NA
"Slovenia",1965,NA
"Solomon Islands",1965,103.3
"South Africa",1965,NA
"Spain",1965,35.6
"Sri Lanka",1965,60.4
"Sudan",1965,99.8
"Suriname",1965,NA
"Swaziland",1965,131.3
"Sweden",1965,13.7
"Switzerland",1965,18.4
"Syria",1965,96.2
"Tajikistan",1965,NA
"Tanzania",1965,137.3
"Thailand",1965,86.8
"Timor-Leste",1965,NA
"Togo",1965,147.7
"Tonga",1965,53.8
"Trinidad and Tobago",1965,48.8
"Tunisia",1965,155.7
"Turkey",1965,144.1
"Turkmenistan",1965,NA
"Uganda",1965,120.9
"Ukraine",1965,NA
"United Arab Emirates",1965,104.4
"United Kingdom",1965,20.1
"United States",1965,23.3
"Uruguay",1965,52.1
"Uzbekistan",1965,NA
"Vanuatu",1965,92.8
"Venezuela",1965,53.1
"West Bank and Gaza",1965,NA
"Vietnam",1965,60.7
"Yemen",1965,263.6
"Zambia",1965,114
"Zimbabwe",1965,80.5
"Albania",1966,90.2
"Algeria",1966,149.3
"Angola",1966,NA
"Antigua and Barbuda",1966,NA
"Argentina",1966,58.89
"Armenia",1966,NA
"Aruba",1966,NA
"Australia",1966,18.3
"Austria",1966,27.3
"Azerbaijan",1966,NA
"Bahamas",1966,NA
"Bahrain",1966,81.3
"Bangladesh",1966,155
"Barbados",1966,49.2
"Belarus",1966,NA
"Belgium",1966,23.3
"Belize",1966,NA
"Benin",1966,166.8
"Bhutan",1966,NA
"Bolivia",1966,156.5
"Bosnia and Herzegovina",1966,NA
"Botswana",1966,97
"Brazil",1966,112.1
"Brunei",1966,NA
"Bulgaria",1966,39
"Burkina Faso",1966,151.8
"Burundi",1966,144.5
"Cambodia",1966,NA
"Cameroon",1966,148.1
"Canada",1966,22.1
"Cape Verde",1966,NA
"Central African Republic",1966,148.6
"Chad",1966,NA
"Chile",1966,87.4
"China",1966,NA
"Colombia",1966,79
"Comoros",1966,NA
"Congo, Dem. Rep.",1966,NA
"Congo, Rep.",1966,97.3
"Costa Rica",1966,66.3
"Cote d'Ivoire",1966,178.7
"Croatia",1966,NA
"Cuba",1966,39.2
"Cyprus",1966,NA
"Czech Republic",1966,NA
"Denmark",1966,17
"Djibouti",1966,NA
"Dominican Republic",1966,92.8
"Ecuador",1966,104.6
"Egypt",1966,173.6
"El Salvador",1966,113.6
"Equatorial Guinea",1966,NA
"Eritrea",1966,NA
"Estonia",1966,NA
"Ethiopia",1966,143.1
"Fiji",1966,45.3
"Finland",1966,15.8
"France",1966,17.7
"French Polynesia",1966,NA
"Gabon",1966,NA
"Gambia",1966,134.9
"Georgia",1966,NA
"Germany",1966,NA
"Ghana",1966,120.7
"Greece",1966,41.2
"Greenland",1966,NA
"Grenada",1966,NA
"Guatemala",1966,129.9
"Guinea",1966,202.6
"Guinea-Bissau",1966,NA
"Guyana",1966,57.3
"Haiti",1966,176
"Honduras",1966,116.7
"Hong Kong, China",1966,NA
"Hungary",1966,43.2
"Iceland",1966,15
"India",1966,151
"Indonesia",1966,127
"Iran",1966,149.86
"Iraq",1966,97.4
"Ireland",1966,23.3
"Israel",1966,NA
"Italy",1966,34.3
"Jamaica",1966,50.8
"Japan",1966,17.5
"Jordan",1966,78.9
"Kazakhstan",1966,NA
"Kenya",1966,99
"Kiribati",1966,110.1
"South Korea",1966,57.8
"Kuwait",1966,68
"Kyrgyz Republic",1966,NA
"Lao",1966,NA
"Latvia",1966,NA
"Lebanon",1966,50.5
"Lesotho",1966,140.1
"Liberia",1966,204.6
"Libya",1966,119.8
"Lithuania",1966,NA
"Luxembourg",1966,23.4
"Macao, China",1966,NA
"Macedonia, FYR",1966,NA
"Madagascar",1966,108.1
"Malawi",1966,212.3
"Malaysia",1966,51.2
"Maldives",1966,199.2
"Mali",1966,206.1
"Malta",1966,29.5
"Mauritania",1966,117.6
"Mauritius",1966,65.5
"Mexico",1966,86
"Micronesia, Fed. Sts.",1966,NA
"Moldova",1966,NA
"Mongolia",1966,NA
"Montenegro",1966,NA
"Morocco",1966,130.4
"Mozambique",1966,185
"Namibia",1966,NA
"Nepal",1966,195.9
"Netherlands",1966,14.2
"New Caledonia",1966,NA
"New Zealand",1966,18.3
"Nicaragua",1966,125
"Niger",1966,NA
"Nigeria",1966,186.8
"Norway",1966,15.4
"Oman",1966,187.8
"Pakistan",1966,155.7
"Panama",1966,57.6
"Papua New Guinea",1966,112.7
"Paraguay",1966,59.6
"Peru",1966,114.8
"Philippines",1966,59.1
"Poland",1966,37.9
"Portugal",1966,63.6
"Puerto Rico",1966,NA
"Qatar",1966,NA
"Romania",1966,NA
"Russia",1966,NA
"Rwanda",1966,123
"St. Lucia",1966,NA
"St. Vincent and the Grenadines",1966,NA
"Samoa",1966,NA
"Saudi Arabia",1966,NA
"Senegal",1966,125.3
"Serbia",1966,NA
"Seychelles",1966,64
"Sierra Leone",1966,204.2
"Singapore",1966,26.4
"Slovak Republic",1966,NA
"Slovenia",1966,NA
"Solomon Islands",1966,98.2
"South Africa",1966,NA
"Spain",1966,33.9
"Sri Lanka",1966,58.6
"Sudan",1966,98.6
"Suriname",1966,NA
"Swaziland",1966,128.9
"Sweden",1966,13
"Switzerland",1966,17.6
"Syria",1966,91.7
"Tajikistan",1966,NA
"Tanzania",1966,135.4
"Thailand",1966,83.8
"Timor-Leste",1966,NA
"Togo",1966,144.7
"Tonga",1966,50.7
"Trinidad and Tobago",1966,47.7
"Tunisia",1966,148.4
"Turkey",1966,140.2
"Turkmenistan",1966,NA
"Uganda",1966,119
"Ukraine",1966,NA
"United Arab Emirates",1966,97.5
"United Kingdom",1966,19.6
"United States",1966,22.7
"Uruguay",1966,51.7
"Uzbekistan",1966,NA
"Vanuatu",1966,89.8
"Venezuela",1966,52.2
"West Bank and Gaza",1966,NA
"Vietnam",1966,59.9
"Yemen",1966,256
"Zambia",1966,113.3
"Zimbabwe",1966,78.3
"Albania",1967,86.8
"Algeria",1967,149.2
"Angola",1967,NA
"Antigua and Barbuda",1967,NA
"Argentina",1967,58.73
"Armenia",1967,NA
"Aruba",1967,NA
"Australia",1967,18.3
"Austria",1967,26.4
"Azerbaijan",1967,NA
"Bahamas",1967,NA
"Bahrain",1967,74.5
"Bangladesh",1967,153
"Barbados",1967,47.1
"Belarus",1967,NA
"Belgium",1967,22.5
"Belize",1967,78.2
"Benin",1967,164
"Bhutan",1967,NA
"Bolivia",1967,153.6
"Bosnia and Herzegovina",1967,NA
"Botswana",1967,94.1
"Brazil",1967,109.8
"Brunei",1967,NA
"Bulgaria",1967,38.4
"Burkina Faso",1967,150.9
"Burundi",1967,145.3
"Cambodia",1967,NA
"Cameroon",1967,143.1
"Canada",1967,21.2
"Cape Verde",1967,NA
"Central African Republic",1967,145.6
"Chad",1967,NA
"Chile",1967,79
"China",1967,NA
"Colombia",1967,77.1
"Comoros",1967,NA
"Congo, Dem. Rep.",1967,NA
"Congo, Rep.",1967,94.9
"Costa Rica",1967,64.6
"Cote d'Ivoire",1967,174.2
"Croatia",1967,NA
"Cuba",1967,39.3
"Cyprus",1967,NA
"Czech Republic",1967,NA
"Denmark",1967,16.1
"Djibouti",1967,NA
"Dominican Republic",1967,91.1
"Ecuador",1967,102.4
"Egypt",1967,169.9
"El Salvador",1967,111.8
"Equatorial Guinea",1967,NA
"Eritrea",1967,NA
"Estonia",1967,NA
"Ethiopia",1967,142.7
"Fiji",1967,44.5
"Finland",1967,15.1
"France",1967,17.1
"French Polynesia",1967,NA
"Gabon",1967,NA
"Gambia",1967,132.6
"Georgia",1967,NA
"Germany",1967,NA
"Ghana",1967,120.6
"Greece",1967,39.9
"Greenland",1967,NA
"Grenada",1967,NA
"Guatemala",1967,127.1
"Guinea",1967,200.9
"Guinea-Bissau",1967,NA
"Guyana",1967,56.6
"Haiti",1967,172.9
"Honduras",1967,113.1
"Hong Kong, China",1967,NA
"Hungary",1967,42
"Iceland",1967,14.4
"India",1967,148.9
"Indonesia",1967,123.4
"Iran",1967,191.3
"Iraq",1967,93
"Ireland",1967,21.9
"Israel",1967,NA
"Italy",1967,33.1
"Jamaica",1967,49.3
"Japan",1967,16.3
"Jordan",1967,75.2
"Kazakhstan",1967,NA
"Kenya",1967,97.1
"Kiribati",1967,106.5
"South Korea",1967,54
"Kuwait",1967,63.7
"Kyrgyz Republic",1967,NA
"Lao",1967,NA
"Latvia",1967,NA
"Lebanon",1967,49.8
"Lesotho",1967,138.9
"Liberia",1967,201.7
"Libya",1967,113.3
"Lithuania",1967,24.1
"Luxembourg",1967,22.4
"Macao, China",1967,NA
"Macedonia, FYR",1967,NA
"Madagascar",1967,105.4
"Malawi",1967,211.5
"Malaysia",1967,49.1
"Maldives",1967,193.1
"Mali",1967,203
"Malta",1967,28.3
"Mauritania",1967,114.8
"Mauritius",1967,68.4
"Mexico",1967,84.1
"Micronesia, Fed. Sts.",1967,NA
"Moldova",1967,NA
"Mongolia",1967,NA
"Montenegro",1967,NA
"Morocco",1967,127.9
"Mozambique",1967,184.1
"Namibia",1967,62.3
"Nepal",1967,191.3
"Netherlands",1967,13.8
"New Caledonia",1967,NA
"New Zealand",1967,17.9
"Nicaragua",1967,123.1
"Niger",1967,133.1
"Nigeria",1967,182.6
"Norway",1967,14.8
"Oman",1967,178.5
"Pakistan",1967,151.5
"Panama",1967,56.2
"Papua New Guinea",1967,109.5
"Paraguay",1967,59.3
"Peru",1967,111.6
"Philippines",1967,58
"Poland",1967,35.7
"Portugal",1967,61.7
"Puerto Rico",1967,NA
"Qatar",1967,NA
"Romania",1967,NA
"Russia",1967,NA
"Rwanda",1967,124
"St. Lucia",1967,NA
"St. Vincent and the Grenadines",1967,NA
"Samoa",1967,NA
"Saudi Arabia",1967,NA
"Senegal",1967,124.7
"Serbia",1967,NA
"Seychelles",1967,61.8
"Sierra Leone",1967,200.8
"Singapore",1967,25.3
"Slovak Republic",1967,NA
"Slovenia",1967,NA
"Solomon Islands",1967,92.8
"South Africa",1967,NA
"Spain",1967,32.1
"Sri Lanka",1967,57
"Sudan",1967,97.4
"Suriname",1967,NA
"Swaziland",1967,126.5
"Sweden",1967,12.6
"Switzerland",1967,16.9
"Syria",1967,87.4
"Tajikistan",1967,NA
"Tanzania",1967,133.5
"Thailand",1967,80.8
"Timor-Leste",1967,NA
"Togo",1967,141.8
"Tonga",1967,47.8
"Trinidad and Tobago",1967,46.7
"Tunisia",1967,141.4
"Turkey",1967,136.6
"Turkmenistan",1967,NA
"Uganda",1967,117.2
"Ukraine",1967,NA
"United Arab Emirates",1967,90.6
"United Kingdom",1967,19.1
"United States",1967,22
"Uruguay",1967,51.2
"Uzbekistan",1967,NA
"Vanuatu",1967,86.6
"Venezuela",1967,51.3
"West Bank and Gaza",1967,NA
"Vietnam",1967,59
"Yemen",1967,247.8
"Zambia",1967,112.9
"Zimbabwe",1967,76.3
"Albania",1968,83.5
"Algeria",1968,148.7
"Angola",1968,NA
"Antigua and Barbuda",1968,NA
"Argentina",1968,58.58
"Armenia",1968,NA
"Aruba",1968,NA
"Australia",1968,18.2
"Austria",1968,25.7
"Azerbaijan",1968,NA
"Bahamas",1968,25
"Bahrain",1968,68.2
"Bangladesh",1968,151.5
"Barbados",1968,45.1
"Belarus",1968,NA
"Belgium",1968,21.9
"Belize",1968,75.5
"Benin",1968,161.5
"Bhutan",1968,192.1
"Bolivia",1968,150.6
"Bosnia and Herzegovina",1968,NA
"Botswana",1968,91.2
"Brazil",1968,107.4
"Brunei",1968,NA
"Bulgaria",1968,37.3
"Burkina Faso",1968,150.2
"Burundi",1968,145.9
"Cambodia",1968,NA
"Cameroon",1968,137.3
"Canada",1968,20.2
"Cape Verde",1968,NA
"Central African Republic",1968,142.6
"Chad",1968,NA
"Chile",1968,72.7
"China",1968,NA
"Colombia",1968,74.9
"Comoros",1968,NA
"Congo, Dem. Rep.",1968,NA
"Congo, Rep.",1968,92.7
"Costa Rica",1968,63.5
"Cote d'Ivoire",1968,169.9
"Croatia",1968,NA
"Cuba",1968,39.5
"Cyprus",1968,NA
"Czech Republic",1968,NA
"Denmark",1968,15.2
"Djibouti",1968,NA
"Dominican Republic",1968,89.3
"Ecuador",1968,100.3
"Egypt",1968,166.9
"El Salvador",1968,110.1
"Equatorial Guinea",1968,NA
"Eritrea",1968,NA
"Estonia",1968,NA
"Ethiopia",1968,142.4
"Fiji",1968,43.9
"Finland",1968,14.4
"France",1968,16.5
"French Polynesia",1968,NA
"Gabon",1968,NA
"Gambia",1968,130.5
"Georgia",1968,NA
"Germany",1968,23.5
"Ghana",1968,120.6
"Greece",1968,38.3
"Greenland",1968,NA
"Grenada",1968,NA
"Guatemala",1968,124.2
"Guinea",1968,199
"Guinea-Bissau",1968,NA
"Guyana",1968,56
"Haiti",1968,169.8
"Honduras",1968,109.5
"Hong Kong, China",1968,NA
"Hungary",1968,41
"Iceland",1968,13.9
"India",1968,146.9
"Indonesia",1968,119.8
"Iran",1968,176.8
"Iraq",1968,88.9
"Ireland",1968,20.7
"Israel",1968,NA
"Italy",1968,32
"Jamaica",1968,47.9
"Japan",1968,15.1
"Jordan",1968,71.8
"Kazakhstan",1968,NA
"Kenya",1968,95.2
"Kiribati",1968,103.2
"South Korea",1968,49.9
"Kuwait",1968,60
"Kyrgyz Republic",1968,NA
"Lao",1968,NA
"Latvia",1968,NA
"Lebanon",1968,49.1
"Lesotho",1968,137
"Liberia",1968,198.5
"Libya",1968,107.1
"Lithuania",1968,23.3
"Luxembourg",1968,21.3
"Macao, China",1968,NA
"Macedonia, FYR",1968,NA
"Madagascar",1968,91.5
"Malawi",1968,210.8
"Malaysia",1968,47.2
"Maldives",1968,186.9
"Mali",1968,200.3
"Malta",1968,27.2
"Mauritania",1968,112.2
"Mauritius",1968,66.5
"Mexico",1968,82
"Micronesia, Fed. Sts.",1968,NA
"Moldova",1968,NA
"Mongolia",1968,NA
"Montenegro",1968,NA
"Morocco",1968,125.4
"Mozambique",1968,183.5
"Namibia",1968,62.3
"Nepal",1968,186.8
"Netherlands",1968,13.4
"New Caledonia",1968,NA
"New Zealand",1968,17.5
"Nicaragua",1968,121.1
"Niger",1968,134.5
"Nigeria",1968,178.2
"Norway",1968,14.2
"Oman",1968,169.3
"Pakistan",1968,147.7
"Panama",1968,54.7
"Papua New Guinea",1968,106.3
"Paraguay",1968,58.9
"Peru",1968,108.7
"Philippines",1968,57
"Poland",1968,34.4
"Portugal",1968,60.2
"Puerto Rico",1968,NA
"Qatar",1968,NA
"Romania",1968,64.1
"Russia",1968,NA
"Rwanda",1968,125.5
"St. Lucia",1968,NA
"St. Vincent and the Grenadines",1968,NA
"Samoa",1968,NA
"Saudi Arabia",1968,NA
"Senegal",1968,124
"Serbia",1968,NA
"Seychelles",1968,59.3
"Sierra Leone",1968,197.3
"Singapore",1968,24.1
"Slovak Republic",1968,NA
"Slovenia",1968,NA
"Solomon Islands",1968,87.3
"South Africa",1968,NA
"Spain",1968,30.1
"Sri Lanka",1968,55.7
"Sudan",1968,96.4
"Suriname",1968,NA
"Swaziland",1968,124.1
"Sweden",1968,12.1
"Switzerland",1968,16.2
"Syria",1968,83.2
"Tajikistan",1968,NA
"Tanzania",1968,131.4
"Thailand",1968,77.8
"Timor-Leste",1968,NA
"Togo",1968,138.8
"Tonga",1968,44.9
"Trinidad and Tobago",1968,45.7
"Tunisia",1968,134.8
"Turkey",1968,133.1
"Turkmenistan",1968,NA
"Uganda",1968,115.5
"Ukraine",1968,NA
"United Arab Emirates",1968,83.8
"United Kingdom",1968,18.7
"United States",1968,21.3
"Uruguay",1968,50.5
"Uzbekistan",1968,NA
"Vanuatu",1968,83.4
"Venezuela",1968,50.3
"West Bank and Gaza",1968,NA
"Vietnam",1968,58.2
"Yemen",1968,239.2
"Zambia",1968,112.2
"Zimbabwe",1968,74.7
"Albania",1969,80.2
"Algeria",1969,147.7
"Angola",1969,NA
"Antigua and Barbuda",1969,NA
"Argentina",1969,60
"Armenia",1969,NA
"Aruba",1969,NA
"Australia",1969,18.1
"Austria",1969,25.3
"Azerbaijan",1969,NA
"Bahamas",1969,25.5
"Bahrain",1969,62.4
"Bangladesh",1969,150.4
"Barbados",1969,43.1
"Belarus",1969,NA
"Belgium",1969,21.3
"Belize",1969,72.8
"Benin",1969,159.2
"Bhutan",1969,186
"Bolivia",1969,147.5
"Bosnia and Herzegovina",1969,NA
"Botswana",1969,88.3
"Brazil",1969,105
"Brunei",1969,NA
"Bulgaria",1969,35.8
"Burkina Faso",1969,149.7
"Burundi",1969,146.2
"Cambodia",1969,NA
"Cameroon",1969,131.5
"Canada",1969,19.4
"Cape Verde",1969,121.4
"Central African Republic",1969,139.8
"Chad",1969,137.3
"Chile",1969,69.1
"China",1969,84.1
"Colombia",1969,72.7
"Comoros",1969,NA
"Congo, Dem. Rep.",1969,150.7
"Congo, Rep.",1969,90.6
"Costa Rica",1969,62.7
"Cote d'Ivoire",1969,165.4
"Croatia",1969,NA
"Cuba",1969,39
"Cyprus",1969,NA
"Czech Republic",1969,NA
"Denmark",1969,14.6
"Djibouti",1969,NA
"Dominican Republic",1969,87.5
"Ecuador",1969,98.2
"Egypt",1969,164.3
"El Salvador",1969,108.4
"Equatorial Guinea",1969,NA
"Eritrea",1969,128.7
"Estonia",1969,NA
"Ethiopia",1969,142.5
"Fiji",1969,43.5
"Finland",1969,13.9
"France",1969,15.8
"French Polynesia",1969,NA
"Gabon",1969,NA
"Gambia",1969,128.3
"Georgia",1969,NA
"Germany",1969,22.7
"Ghana",1969,120.5
"Greece",1969,36.1
"Greenland",1969,NA
"Grenada",1969,NA
"Guatemala",1969,121.2
"Guinea",1969,197.1
"Guinea-Bissau",1969,NA
"Guyana",1969,55.6
"Haiti",1969,166.6
"Honduras",1969,105.8
"Hong Kong, China",1969,NA
"Hungary",1969,39.9
"Iceland",1969,13.4
"India",1969,144.8
"Indonesia",1969,116.4
"Iran",1969,163.1
"Iraq",1969,85.1
"Ireland",1969,19.7
"Israel",1969,NA
"Italy",1969,30.9
"Jamaica",1969,46.3
"Japan",1969,14.2
"Jordan",1969,68.6
"Kazakhstan",1969,NA
"Kenya",1969,93.3
"Kiribati",1969,100
"South Korea",1969,45.7
"Kuwait",1969,56.6
"Kyrgyz Republic",1969,NA
"Lao",1969,NA
"Latvia",1969,NA
"Lebanon",1969,48.6
"Lesotho",1969,134.5
"Liberia",1969,194.9
"Libya",1969,101.4
"Lithuania",1969,22.1
"Luxembourg",1969,20.3
"Macao, China",1969,NA
"Macedonia, FYR",1969,NA
"Madagascar",1969,92.4
"Malawi",1969,209.6
"Malaysia",1969,45.3
"Maldives",1969,180.5
"Mali",1969,197.9
"Malta",1969,26
"Mauritania",1969,110
"Mauritius",1969,62.8
"Mexico",1969,79.8
"Micronesia, Fed. Sts.",1969,NA
"Moldova",1969,NA
"Mongolia",1969,NA
"Montenegro",1969,NA
"Morocco",1969,123
"Mozambique",1969,182.6
"Namibia",1969,62.5
"Nepal",1969,182.6
"Netherlands",1969,13.1
"New Caledonia",1969,NA
"New Zealand",1969,17.2
"Nicaragua",1969,118.9
"Niger",1969,136.1
"Nigeria",1969,173.7
"Norway",1969,13.7
"Oman",1969,160.4
"Pakistan",1969,144.3
"Panama",1969,53.2
"Papua New Guinea",1969,103.1
"Paraguay",1969,58.4
"Peru",1969,106
"Philippines",1969,56.1
"Poland",1969,33.4
"Portugal",1969,58.1
"Puerto Rico",1969,NA
"Qatar",1969,53.5
"Romania",1969,60.9
"Russia",1969,NA
"Rwanda",1969,127.3
"St. Lucia",1969,NA
"St. Vincent and the Grenadines",1969,57.5
"Samoa",1969,NA
"Saudi Arabia",1969,NA
"Senegal",1969,123.1
"Serbia",1969,NA
"Seychelles",1969,56.8
"Sierra Leone",1969,194.1
"Singapore",1969,22.9
"Slovak Republic",1969,NA
"Slovenia",1969,NA
"Solomon Islands",1969,81.9
"South Africa",1969,NA
"Spain",1969,27.8
"Sri Lanka",1969,54.6
"Sudan",1969,95.5
"Suriname",1969,NA
"Swaziland",1969,121.7
"Sweden",1969,11.7
"Switzerland",1969,15.6
"Syria",1969,79.2
"Tajikistan",1969,NA
"Tanzania",1969,129.5
"Thailand",1969,74.8
"Timor-Leste",1969,NA
"Togo",1969,135.8
"Tonga",1969,42.1
"Trinidad and Tobago",1969,44.8
"Tunisia",1969,128.4
"Turkey",1969,129.6
"Turkmenistan",1969,NA
"Uganda",1969,114.2
"Ukraine",1969,NA
"United Arab Emirates",1969,77.2
"United Kingdom",1969,18.4
"United States",1969,20.6
"Uruguay",1969,49.6
"Uzbekistan",1969,NA
"Vanuatu",1969,80.4
"Venezuela",1969,49.2
"West Bank and Gaza",1969,NA
"Vietnam",1969,57.3
"Yemen",1969,230
"Zambia",1969,111.1
"Zimbabwe",1969,73.4
"Albania",1970,76.8
"Algeria",1970,146
"Angola",1970,180
"Antigua and Barbuda",1970,NA
"Argentina",1970,59.5
"Armenia",1970,NA
"Aruba",1970,NA
"Australia",1970,17.8
"Austria",1970,25
"Azerbaijan",1970,NA
"Bahamas",1970,26
"Bahrain",1970,57.2
"Bangladesh",1970,149.5
"Barbados",1970,41.1
"Belarus",1970,NA
"Belgium",1970,20.6
"Belize",1970,70.3
"Benin",1970,157.1
"Bhutan",1970,181.2
"Bolivia",1970,144.4
"Bosnia and Herzegovina",1970,60
"Botswana",1970,85.3
"Brazil",1970,102.5
"Brunei",1970,58
"Bulgaria",1970,34.1
"Burkina Faso",1970,149.3
"Burundi",1970,146.4
"Cambodia",1970,NA
"Cameroon",1970,126.2
"Canada",1970,18.5
"Cape Verde",1970,112.4
"Central African Republic",1970,137
"Chad",1970,135.9
"Chile",1970,67.6
"China",1970,80.4
"Colombia",1970,70.4
"Comoros",1970,151.5
"Congo, Dem. Rep.",1970,149
"Congo, Rep.",1970,88.5
"Costa Rica",1970,61.2
"Cote d'Ivoire",1970,161
"Croatia",1970,34
"Cuba",1970,37.4
"Cyprus",1970,29
"Czech Republic",1970,21
"Denmark",1970,13.9
"Djibouti",1970,NA
"Dominican Republic",1970,85.7
"Ecuador",1970,96
"Egypt",1970,162
"El Salvador",1970,106.7
"Equatorial Guinea",1970,NA
"Eritrea",1970,127.3
"Estonia",1970,21
"Ethiopia",1970,142.5
"Fiji",1970,43.1
"Finland",1970,13.2
"France",1970,15.1
"French Polynesia",1970,NA
"Gabon",1970,NA
"Gambia",1970,126
"Georgia",1970,NA
"Germany",1970,22.1
"Ghana",1970,120.1
"Greece",1970,33.7
"Greenland",1970,NA
"Grenada",1970,NA
"Guatemala",1970,118.2
"Guinea",1970,195.2
"Guinea-Bissau",1970,NA
"Guyana",1970,55.4
"Haiti",1970,163.4
"Honduras",1970,102.2
"Hong Kong, China",1970,NA
"Hungary",1970,39
"Iceland",1970,12.8
"India",1970,142.8
"Indonesia",1970,113.1
"Iran",1970,150.8
"Iraq",1970,81.5
"Ireland",1970,19
"Israel",1970,24
"Italy",1970,29.7
"Jamaica",1970,44.8
"Japan",1970,13.4
"Jordan",1970,65.7
"Kazakhstan",1970,NA
"Kenya",1970,91.3
"Kiribati",1970,97.3
"South Korea",1970,41.4
"Kuwait",1970,53.5
"Kyrgyz Republic",1970,92.8
"Lao",1970,141.1
"Latvia",1970,21
"Lebanon",1970,48.1
"Lesotho",1970,131.6
"Liberia",1970,191.3
"Libya",1970,96
"Lithuania",1970,20.5
"Luxembourg",1970,19.3
"Macao, China",1970,NA
"Macedonia, FYR",1970,85
"Madagascar",1970,93.2
"Malawi",1970,207.7
"Malaysia",1970,43.5
"Maldives",1970,174
"Mali",1970,195.7
"Malta",1970,24.7
"Mauritania",1970,108.5
"Mauritius",1970,60.3
"Mexico",1970,77.5
"Micronesia, Fed. Sts.",1970,NA
"Moldova",1970,50
"Mongolia",1970,NA
"Montenegro",1970,NA
"Morocco",1970,120.8
"Mozambique",1970,181.9
"Namibia",1970,62.6
"Nepal",1970,178.6
"Netherlands",1970,12.6
"New Caledonia",1970,NA
"New Zealand",1970,16.9
"Nicaragua",1970,116.6
"Niger",1970,137.6
"Nigeria",1970,168.9
"Norway",1970,13.1
"Oman",1970,151.8
"Pakistan",1970,141.1
"Panama",1970,51.4
"Papua New Guinea",1970,100.1
"Paraguay",1970,58
"Peru",1970,103.4
"Philippines",1970,55.4
"Poland",1970,32.2
"Portugal",1970,55.4
"Puerto Rico",1970,NA
"Qatar",1970,50.4
"Romania",1970,57.2
"Russia",1970,35.4
"Rwanda",1970,129.4
"St. Lucia",1970,57.5
"St. Vincent and the Grenadines",1970,58.6
"Samoa",1970,73
"Saudi Arabia",1970,118
"Senegal",1970,121.7
"Serbia",1970,NA
"Seychelles",1970,54.1
"Sierra Leone",1970,191
"Singapore",1970,22
"Slovak Republic",1970,25
"Slovenia",1970,25
"Solomon Islands",1970,76.5
"South Africa",1970,NA
"Spain",1970,25.5
"Sri Lanka",1970,53.6
"Sudan",1970,94.7
"Suriname",1970,NA
"Swaziland",1970,119.3
"Sweden",1970,11.3
"Switzerland",1970,15
"Syria",1970,75.3
"Tajikistan",1970,108
"Tanzania",1970,127.6
"Thailand",1970,71.8
"Timor-Leste",1970,NA
"Togo",1970,132.8
"Tonga",1970,39.6
"Trinidad and Tobago",1970,43.9
"Tunisia",1970,122.2
"Turkey",1970,126.2
"Turkmenistan",1970,NA
"Uganda",1970,113.5
"Ukraine",1970,27.96180937
"United Arab Emirates",1970,70.9
"United Kingdom",1970,18
"United States",1970,19.9
"Uruguay",1970,48.6
"Uzbekistan",1970,NA
"Vanuatu",1970,77.5
"Venezuela",1970,48.1
"West Bank and Gaza",1970,NA
"Vietnam",1970,56.4
"Yemen",1970,221.1
"Zambia",1970,109.3
"Zimbabwe",1970,72.4
"Albania",1971,74.1
"Algeria",1971,143.6
"Angola",1971,NA
"Antigua and Barbuda",1971,NA
"Argentina",1971,58.8
"Armenia",1971,NA
"Aruba",1971,NA
"Australia",1971,17.4
"Austria",1971,24.7
"Azerbaijan",1971,NA
"Bahamas",1971,26.4
"Bahrain",1971,52.5
"Bangladesh",1971,148.9
"Barbados",1971,39.2
"Belarus",1971,NA
"Belgium",1971,19.7
"Belize",1971,67.9
"Benin",1971,154.9
"Bhutan",1971,176.2
"Bolivia",1971,141.3
"Bosnia and Herzegovina",1971,NA
"Botswana",1971,82.2
"Brazil",1971,100
"Brunei",1971,NA
"Bulgaria",1971,32.6
"Burkina Faso",1971,148.5
"Burundi",1971,146.3
"Cambodia",1971,NA
"Cameroon",1971,121.6
"Canada",1971,17.7
"Cape Verde",1971,104.2
"Central African Republic",1971,134.5
"Chad",1971,134.5
"Chile",1971,66.7
"China",1971,76.8
"Colombia",1971,68.1
"Comoros",1971,148.1
"Congo, Dem. Rep.",1971,147.5
"Congo, Rep.",1971,86.5
"Costa Rica",1971,57.8
"Cote d'Ivoire",1971,156.4
"Croatia",1971,NA
"Cuba",1971,34.5
"Cyprus",1971,NA
"Czech Republic",1971,NA
"Denmark",1971,13.3
"Djibouti",1971,NA
"Dominican Republic",1971,83.7
"Ecuador",1971,93.7
"Egypt",1971,159.6
