"country","year","fertility"
"Italy",1965,2.52
"Jamaica",1965,5.82
"Japan",1965,1.98
"Jordan",1965,8.06
"Kazakhstan",1965,4.06
"Kenya",1965,8.12
"Kiribati",1965,7.22
"South Korea",1965,5.16
"Kuwait",1965,7.41
"Kyrgyz Republic",1965,5.27
"Lao",1965,5.97
"Latvia",1965,1.81
"Lebanon",1965,5.5
"Lesotho",1965,5.8
"Liberia",1965,6.52
"Libya",1965,7.71
"Lithuania",1965,2.35
"Luxembourg",1965,2.34
"Macao, China",1965,3.59
"Macedonia, FYR",1965,3.36
"Madagascar",1965,7.3
"Malawi",1965,7.1
"Malaysia",1965,5.66
"Maldives",1965,7.2
"Mali",1965,6.82
"Malta",1965,2.59
"Mauritania",1965,6.8
"Mauritius",1965,5.51
"Mexico",1965,6.77
"Micronesia, Fed. Sts.",1965,6.89
"Moldova",1965,2.89
"Mongolia",1965,7.59
"Montenegro",1965,2.99
"Morocco",1965,7.08
"Mozambique",1965,6.6
"Namibia",1965,6.24
"Nepal",1965,6
"Netherlands",1965,3.04
"New Caledonia",1965,5.22
"New Zealand",1965,3.05
"Nicaragua",1965,7.01
"Niger",1965,7.22
"Nigeria",1965,6.34
"Norway",1965,2.93
"Oman",1965,7.27
"Pakistan",1965,6.6
"Panama",1965,5.64
"Papua New Guinea",1965,6.26
"Paraguay",1965,6.36
"Peru",1965,6.75
"Philippines",1965,6.78
"Poland",1965,2.41
"Portugal",1965,3.18
"Puerto Rico",1965,3.89
"Qatar",1965,6.99
"Romania",1965,1.89
"Russia",1965,2.09
"Rwanda",1965,8.2
"St. Lucia",1965,6.69
"St. Vincent and the Grenadines",1965,6.76
"Samoa",1965,7.52
"Saudi Arabia",1965,7.26
"Senegal",1965,7.15
"Serbia",1965,2.49
"Seychelles",1965,5.84
"Sierra Leone",1965,6.38
"Singapore",1965,4.36
"Slovak Republic",1965,2.7
"Slovenia",1965,2.34
"Solomon Islands",1965,6.42
"South Africa",1965,5.91
"Spain",1965,2.83
"Sri Lanka",1965,4.96
"Sudan",1965,6.81
"Suriname",1965,6.3
"Swaziland",1965,6.8
"Sweden",1965,2.41
"Switzerland",1965,2.53
"Syria",1965,7.56
"Tajikistan",1965,6.51
"Tanzania",1965,6.8
"Thailand",1965,6.13
"Timor-Leste",1965,6.31
"Togo",1965,6.79
"Tonga",1965,6.97
"Trinidad and Tobago",1965,4.43
"Tunisia",1965,7.06
"Turkey",1965,5.95
"Turkmenistan",1965,6.62
"Uganda",1965,7.09
"Ukraine",1965,2.03
"United Arab Emirates",1965,6.84
"United Kingdom",1965,2.76
"United States",1965,2.93
"Uruguay",1965,2.84
"Uzbekistan",1965,6.75
"Vanuatu",1965,6.73
"Venezuela",1965,6.37
"West Bank and Gaza",1965,8.06
"Vietnam",1965,6.48
"Yemen",1965,7.42
"Zambia",1965,7.29
"Zimbabwe",1965,7.37
"Albania",1966,5.48
"Algeria",1966,7.66
"Angola",1966,7.42
"Antigua and Barbuda",1966,4.13
"Argentina",1966,3.05
"Armenia",1966,3.79
"Aruba",1966,3.63
"Australia",1966,2.89
"Austria",1966,2.66
"Azerbaijan",1966,5.21
"Bahamas",1966,3.89
"Bahrain",1966,7.1
"Bangladesh",1966,6.9
"Barbados",1966,3.81
"Belarus",1966,2.48
"Belgium",1966,2.5
"Belize",1966,6.38
"Benin",1966,6.59
"Bhutan",1966,6.67
"Bolivia",1966,6.59
"Bosnia and Herzegovina",1966,3.37
"Botswana",1966,6.7
"Brazil",1966,5.66
"Brunei",1966,5.92
"Bulgaria",1966,2.15
"Burkina Faso",1966,6.49
"Burundi",1966,7.22
"Cambodia",1966,6.82
"Cameroon",1966,6.01
"Canada",1966,2.81
"Cape Verde",1966,6.99
"Central African Republic",1966,5.95
"Chad",1966,6.36
"Chile",1966,4.8
"China",1966,6.21
"Colombia",1966,6.42
"Comoros",1966,7.03
"Congo, Dem. Rep.",1966,6.11
"Congo, Rep.",1966,6.14
"Costa Rica",1966,6.33
"Cote d'Ivoire",1966,7.76
"Croatia",1966,2.14
"Cuba",1966,4.54
"Cyprus",1966,3.01
"Czech Republic",1966,2.03
"Denmark",1966,2.62
"Djibouti",1966,6.67
"Dominican Republic",1966,6.9
"Ecuador",1966,6.49
"Egypt",1966,6.33
"El Salvador",1966,6.57
"Equatorial Guinea",1966,5.62
"Eritrea",1966,6.73
"Estonia",1966,1.99
"Ethiopia",1966,6.87
"Fiji",1966,5.28
"Finland",1966,2.41
"France",1966,2.73
"French Polynesia",1966,5.27
"Gabon",1966,4.83
"Gambia",1966,5.88
"Georgia",1966,2.74
"Germany",1966,2.44
"Ghana",1966,6.94
"Greece",1966,2.32
"Greenland",1966,7
"Grenada",1966,5.3
"Guatemala",1966,6.36
"Guinea",1966,6.14
"Guinea-Bissau",1966,5.05
"Guyana",1966,5.23
"Haiti",1966,6.11
"Honduras",1966,7.44
"Hong Kong, China",1966,4.25
"Hungary",1966,1.92
"Iceland",1966,3.46
"India",1966,5.75
"Indonesia",1966,5.6
"Iran",1966,6.77
"Iraq",1966,7.19
"Ireland",1966,3.9
"Israel",1966,3.8
"Italy",1966,2.52
"Jamaica",1966,5.82
"Japan",1966,2
"Jordan",1966,8.05
"Kazakhstan",1966,3.92
"Kenya",1966,8.13
"Kiribati",1966,7.17
"South Korea",1966,4.99
"Kuwait",1966,7.42
"Kyrgyz Republic",1966,5.19
"Lao",1966,5.97
"Latvia",1966,1.81
"Lebanon",1966,5.4
"Lesotho",1966,5.8
"Liberia",1966,6.55
"Libya",1966,7.74
"Lithuania",1966,2.33
"Luxembourg",1966,2.29
"Macao, China",1966,3.26
"Macedonia, FYR",1966,3.27
"Madagascar",1966,7.3
"Malawi",1966,7.14
"Malaysia",1966,5.49
"Maldives",1966,7.22
"Mali",1966,6.84
"Malta",1966,2.4
"Mauritania",1966,6.8
"Mauritius",1966,5.19
"Mexico",1966,6.77
"Micronesia, Fed. Sts.",1966,6.9
"Moldova",1966,2.8
"Mongolia",1966,7.6
"Montenegro",1966,2.91
"Morocco",1966,7.02
"Mozambique",1966,6.6
"Namibia",1966,6.26
"Nepal",1966,6
"Netherlands",1966,2.9
"New Caledonia",1966,5.23
"New Zealand",1966,3.13
"Nicaragua",1966,6.98
"Niger",1966,7.26
"Nigeria",1966,6.34
"Norway",1966,2.89
"Oman",1966,7.28
"Pakistan",1966,6.6
"Panama",1966,5.56
"Papua New Guinea",1966,6.24
"Paraguay",1966,6.28
"Peru",1966,6.68
"Philippines",1966,6.69
"Poland",1966,2.35
"Portugal",1966,3.16
"Puerto Rico",1966,3.7
"Qatar",1966,6.99
"Romania",1966,1.89
"Russia",1966,2.1
"Rwanda",1966,8.2
"St. Lucia",1966,6.61
"St. Vincent and the Grenadines",1966,6.63
"Samoa",1966,7.46
"Saudi Arabia",1966,7.26
"Senegal",1966,7.19
"Serbia",1966,2.46
"Seychelles",1966,5.89
"Sierra Leone",1966,6.45
"Singapore",1966,4.07
"Slovak Republic",1966,2.64
"Slovenia",1966,2.34
"Solomon Islands",1966,6.47
"South Africa",1966,5.84
"Spain",1966,2.84
"Sri Lanka",1966,4.85
"Sudan",1966,6.83
"Suriname",1966,6.18
"Swaziland",1966,6.82
"Sweden",1966,2.36
"Switzerland",1966,2.47
"Syria",1966,7.57
"Tajikistan",1966,6.6
"Tanzania",1966,6.8
"Thailand",1966,6.08
"Timor-Leste",1966,6.27
"Togo",1966,6.85
"Tonga",1966,6.8
"Trinidad and Tobago",1966,4.2
"Tunisia",1966,6.98
"Turkey",1966,5.87
"Turkmenistan",1966,6.55
"Uganda",1966,7.11
"Ukraine",1966,2.02
"United Arab Emirates",1966,6.82
"United Kingdom",1966,2.7
"United States",1966,2.71
"Uruguay",1966,2.83
"Uzbekistan",1966,6.71
"Vanuatu",1966,6.63
"Venezuela",1966,6.2
"West Bank and Gaza",1966,8.05
"Vietnam",1966,6.49
"Yemen",1966,7.45
"Zambia",1966,7.34
"Zimbabwe",1966,7.39
"Albania",1967,5.38
"Algeria",1967,7.66
"Angola",1967,7.4
"Antigua and Barbuda",1967,4.04
"Argentina",1967,3.05
"Armenia",1967,3.61
"Aruba",1967,3.42
"Australia",1967,2.85
"Austria",1967,2.62
"Azerbaijan",1967,5.06
"Bahamas",1967,3.75
"Bahrain",1967,7
"Bangladesh",1967,6.92
"Barbados",1967,3.64
"Belarus",1967,2.43
"Belgium",1967,2.43
"Belize",1967,6.36
"Benin",1967,6.63
"Bhutan",1967,6.67
"Bolivia",1967,6.59
"Bosnia and Herzegovina",1967,3.24
"Botswana",1967,6.7
"Brazil",1967,5.49
"Brunei",1967,5.8
"Bulgaria",1967,2.14
"Burkina Faso",1967,6.53
"Burundi",1967,7.25
"Cambodia",1967,6.75
"Cameroon",1967,6.06
"Canada",1967,2.6
"Cape Verde",1967,6.98
"Central African Republic",1967,5.95
"Chad",1967,6.39
"Chile",1967,4.59
"China",1967,5.25
"Colombia",1967,6.25
"Comoros",1967,7.04
"Congo, Dem. Rep.",1967,6.14
"Congo, Rep.",1967,6.17
"Costa Rica",1967,6
"Cote d'Ivoire",1967,7.81
"Croatia",1967,2.1
"Cuba",1967,4.43
"Cyprus",1967,2.89
"Czech Republic",1967,2
"Denmark",1967,2.35
"Djibouti",1967,6.7
"Dominican Republic",1967,6.74
"Ecuador",1967,6.42
"Egypt",1967,6.24
"El Salvador",1967,6.49
"Equatorial Guinea",1967,5.64
"Eritrea",1967,6.71
"Estonia",1967,2.01
"Ethiopia",1967,6.88
"Fiji",1967,5.08
"Finland",1967,2.32
"France",1967,2.68
"French Polynesia",1967,5.22
"Gabon",1967,4.9
"Gambia",1967,5.94
"Georgia",1967,2.68
"Germany",1967,2.37
"Ghana",1967,6.95
"Greece",1967,2.35
"Greenland",1967,6.4
"Grenada",1967,5.04
"Guatemala",1967,6.32
"Guinea",1967,6.15
"Guinea-Bissau",1967,5.09
"Guyana",1967,5.19
"Haiti",1967,6.03
"Honduras",1967,7.42
"Hong Kong, China",1967,3.96
"Hungary",1967,1.95
"Iceland",1967,3.34
"India",1967,5.7
"Indonesia",1967,5.58
"Iran",1967,6.7
"Iraq",1967,7.3
"Ireland",1967,3.86
"Israel",1967,3.8
"Italy",1967,2.52
"Jamaica",1967,5.79
"Japan",1967,2.02
"Jordan",1967,8.03
"Kazakhstan",1967,3.79
"Kenya",1967,8.13
"Kiribati",1967,7.01
"South Korea",1967,4.85
"Kuwait",1967,7.41
"Kyrgyz Republic",1967,5.11
"Lao",1967,5.97
"Latvia",1967,1.82
"Lebanon",1967,5.3
"Lesotho",1967,5.8
"Liberia",1967,6.58
"Libya",1967,7.78
"Lithuania",1967,2.32
"Luxembourg",1967,2.22
"Macao, China",1967,2.94
"Macedonia, FYR",1967,3.19
"Madagascar",1967,7.31
"Malawi",1967,7.18
"Malaysia",1967,5.33
"Maldives",1967,7.23
"Mali",1967,6.86
"Malta",1967,2.24
"Mauritania",1967,6.8
"Mauritius",1967,4.85
"Mexico",1967,6.78
"Micronesia, Fed. Sts.",1967,6.91
"Moldova",1967,2.72
"Mongolia",1967,7.59
"Montenegro",1967,2.83
"Morocco",1967,6.95
"Mozambique",1967,6.6
"Namibia",1967,6.3
"Nepal",1967,5.99
"Netherlands",1967,2.81
"New Caledonia",1967,5.26
"New Zealand",1967,3
"Nicaragua",1967,6.96
"Niger",1967,7.3
"Nigeria",1967,6.36
"Norway",1967,2.8
"Oman",1967,7.28
"Pakistan",1967,6.6
"Panama",1967,5.47
"Papua New Guinea",1967,6.23
"Paraguay",1967,6.17
"Peru",1967,6.61
"Philippines",1967,6.59
"Poland",1967,2.3
"Portugal",1967,3.13
"Puerto Rico",1967,3.53
"Qatar",1967,6.98
"Romania",1967,3.65
"Russia",1967,2.01
"Rwanda",1967,8.2
"St. Lucia",1967,6.51
"St. Vincent and the Grenadines",1967,6.49
"Samoa",1967,7.4
"Saudi Arabia",1967,7.26
"Senegal",1967,7.23
"Serbia",1967,2.44
"Seychelles",1967,5.92
"Sierra Leone",1967,6.52
"Singapore",1967,3.82
"Slovak Republic",1967,2.58
"Slovenia",1967,2.33
"Solomon Islands",1967,6.55
"South Africa",1967,5.77
"Spain",1967,2.85
"Sri Lanka",1967,4.73
"Sudan",1967,6.85
"Suriname",1967,6.05
"Swaziland",1967,6.84
"Sweden",1967,2.27
"Switzerland",1967,2.4
"Syria",1967,7.57
"Tajikistan",1967,6.69
"Tanzania",1967,6.79
"Thailand",1967,6.01
"Timor-Leste",1967,6.21
"Togo",1967,6.91
"Tonga",1967,6.59
"Trinidad and Tobago",1967,3.99
"Tunisia",1967,6.87
"Turkey",1967,5.8
"Turkmenistan",1967,6.47
"Uganda",1967,7.11
"Ukraine",1967,2.01
"United Arab Emirates",1967,6.78
"United Kingdom",1967,2.61
"United States",1967,2.56
"Uruguay",1967,2.83
"Uzbekistan",1967,6.66
"Vanuatu",1967,6.53
"Venezuela",1967,6.01
"West Bank and Gaza",1967,8.02
"Vietnam",1967,6.49
"Yemen",1967,7.47
"Zambia",1967,7.38
"Zimbabwe",1967,7.4
"Albania",1968,5.27
"Algeria",1968,7.66
"Angola",1968,7.38
"Antigua and Barbuda",1968,3.94
"Argentina",1968,3.05
"Armenia",1968,3.45
"Aruba",1968,3.23
"Australia",1968,2.89
"Austria",1968,2.59
"Azerbaijan",1968,4.9
"Bahamas",1968,3.64
"Bahrain",1968,6.86
"Bangladesh",1968,6.94
"Barbados",1968,3.46
"Belarus",1968,2.38
"Belgium",1968,2.36
"Belize",1968,6.34
"Benin",1968,6.67
"Bhutan",1968,6.67
"Bolivia",1968,6.59
"Bosnia and Herzegovina",1968,3.11
"Botswana",1968,6.69
"Brazil",1968,5.33
"Brunei",1968,5.74
"Bulgaria",1968,2.13
"Burkina Faso",1968,6.56
"Burundi",1968,7.27
"Cambodia",1968,6.67
"Cameroon",1968,6.11
"Canada",1968,2.46
"Cape Verde",1968,6.97
"Central African Republic",1968,5.95
"Chad",1968,6.43
"Chile",1968,4.39
"China",1968,6.37
"Colombia",1968,6.05
"Comoros",1968,7.06
"Congo, Dem. Rep.",1968,6.16
"Congo, Rep.",1968,6.21
"Costa Rica",1968,5.66
"Cote d'Ivoire",1968,7.85
"Croatia",1968,2.07
"Cuba",1968,4.31
"Cyprus",1968,2.78
"Czech Republic",1968,1.99
"Denmark",1968,2.12
"Djibouti",1968,6.74
"Dominican Republic",1968,6.56
"Ecuador",1968,6.34
"Egypt",1968,6.14
"El Salvador",1968,6.4
"Equatorial Guinea",1968,5.66
"Eritrea",1968,6.69
"Estonia",1968,2.04
"Ethiopia",1968,6.9
"Fiji",1968,4.89
"Finland",1968,2.15
"France",1968,2.62
"French Polynesia",1968,5.17
"Gabon",1968,4.96
"Gambia",1968,5.99
"Georgia",1968,2.64
"Germany",1968,2.28
"Ghana",1968,6.96
"Greece",1968,2.36
"Greenland",1968,5.85
"Grenada",1968,4.84
"Guatemala",1968,6.29
"Guinea",1968,6.16
"Guinea-Bissau",1968,5.3
"Guyana",1968,5.15
"Haiti",1968,5.94
"Honduras",1968,7.38
"Hong Kong, China",1968,3.72
"Hungary",1968,1.98
"Iceland",1968,3.22
"India",1968,5.64
"Indonesia",1968,5.56
"Iran",1968,6.62
"Iraq",1968,7.36
"Ireland",1968,3.83
"Israel",1968,3.81
"Italy",1968,2.52
"Jamaica",1968,5.72
"Japan",1968,2.05
"Jordan",1968,8
"Kazakhstan",1968,3.68
"Kenya",1968,8.12
"Kiribati",1968,6.76
"South Korea",1968,4.73
"Kuwait",1968,7.38
"Kyrgyz Republic",1968,5.03
"Lao",1968,5.97
"Latvia",1968,1.85
"Lebanon",1968,5.18
"Lesotho",1968,5.81
"Liberia",1968,6.62
"Libya",1968,7.81
"Lithuania",1968,2.31
"Luxembourg",1968,2.14
"Macao, China",1968,2.65
"Macedonia, FYR",1968,3.11
"Madagascar",1968,7.32
"Malawi",1968,7.22
"Malaysia",1968,5.17
"Maldives",1968,7.24
"Mali",1968,6.88
"Malta",1968,2.11
"Mauritania",1968,6.8
"Mauritius",1968,4.52
"Mexico",1968,6.78
"Micronesia, Fed. Sts.",1968,6.92
"Moldova",1968,2.66
"Mongolia",1968,7.58
"Montenegro",1968,2.77
"Morocco",1968,6.87
"Mozambique",1968,6.6
"Namibia",1968,6.35
"Nepal",1968,5.99
"Netherlands",1968,2.72
"New Caledonia",1968,5.28
"New Zealand",1968,3.02
"Nicaragua",1968,6.94
"Niger",1968,7.34
"Nigeria",1968,6.39
"Norway",1968,2.75
"Oman",1968,7.29
"Pakistan",1968,6.6
"Panama",1968,5.38
"Papua New Guinea",1968,6.21
"Paraguay",1968,6.04
"Peru",1968,6.52
"Philippines",1968,6.49
"Poland",1968,2.26
"Portugal",1968,3.09
"Puerto Rico",1968,3.38
"Qatar",1968,6.97
"Romania",1968,3.61
"Russia",1968,1.97
"Rwanda",1968,8.21
"St. Lucia",1968,6.39
"St. Vincent and the Grenadines",1968,6.35
"Samoa",1968,7.33
"Saudi Arabia",1968,7.27
"Senegal",1968,7.27
"Serbia",1968,2.42
"Seychelles",1968,5.9
"Sierra Leone",1968,6.58
"Singapore",1968,3.58
"Slovak Republic",1968,2.54
"Slovenia",1968,2.31
"Solomon Islands",1968,6.66
"South Africa",1968,5.7
"Spain",1968,2.86
"Sri Lanka",1968,4.61
"Sudan",1968,6.87
"Suriname",1968,5.92
"Swaziland",1968,6.86
"Sweden",1968,2.07
"Switzerland",1968,2.31
"Syria",1968,7.57
"Tajikistan",1968,6.78
"Tanzania",1968,6.79
"Thailand",1968,5.9
"Timor-Leste",1968,6.13
"Togo",1968,6.97
"Tonga",1968,6.37
"Trinidad and Tobago",1968,3.8
"Tunisia",1968,6.74
"Turkey",1968,5.72
"Turkmenistan",1968,6.4
"Uganda",1968,7.12
"Ukraine",1968,2.02
"United Arab Emirates",1968,6.74
"United Kingdom",1968,2.52
"United States",1968,2.47
"Uruguay",1968,2.84
"Uzbekistan",1968,6.61
"Vanuatu",1968,6.43
"Venezuela",1968,5.81
"West Bank and Gaza",1968,7.98
"Vietnam",1968,6.49
"Yemen",1968,7.49
"Zambia",1968,7.41
"Zimbabwe",1968,7.41
"Albania",1969,5.16
"Algeria",1969,7.65
"Angola",1969,7.34
"Antigua and Barbuda",1969,3.82
"Argentina",1969,3.06
"Armenia",1969,3.31
"Aruba",1969,3.05
"Australia",1969,2.89
"Austria",1969,2.49
"Azerbaijan",1969,4.75
"Bahamas",1969,3.57
"Bahrain",1969,6.69
"Bangladesh",1969,6.95
"Barbados",1969,3.28
"Belarus",1969,2.34
"Belgium",1969,2.28
"Belize",1969,6.32
"Benin",1969,6.71
"Bhutan",1969,6.67
"Bolivia",1969,6.59
"Bosnia and Herzegovina",1969,2.99
"Botswana",1969,6.67
"Brazil",1969,5.17
"Brunei",1969,5.73
"Bulgaria",1969,2.13
"Burkina Faso",1969,6.59
"Burundi",1969,7.29
"Cambodia",1969,6.58
"Cameroon",1969,6.16
"Canada",1969,2.41
"Cape Verde",1969,6.95
"Central African Republic",1969,5.95
"Chad",1969,6.48
"Chile",1969,4.2
"China",1969,5.67
"Colombia",1969,5.83
"Comoros",1969,7.06
"Congo, Dem. Rep.",1969,6.19
"Congo, Rep.",1969,6.24
"Costa Rica",1969,5.32
"Cote d'Ivoire",1969,7.88
"Croatia",1969,2.04
"Cuba",1969,4.18
"Cyprus",1969,2.69
"Czech Republic",1969,2.01
"Denmark",1969,2
"Djibouti",1969,6.77
"Dominican Republic",1969,6.38
"Ecuador",1969,6.24
"Egypt",1969,6.04
"El Salvador",1969,6.3
"Equatorial Guinea",1969,5.67
"Eritrea",1969,6.67
"Estonia",1969,2.07
"Ethiopia",1969,6.94
"Fiji",1969,4.71
"Finland",1969,1.94
"France",1969,2.56
"French Polynesia",1969,5.12
"Gabon",1969,5.02
"Gambia",1969,6.04
"Georgia",1969,2.61
"Germany",1969,2.17
"Ghana",1969,6.96
"Greece",1969,2.37
"Greenland",1969,4.58
"Grenada",1969,4.69
"Guatemala",1969,6.26
"Guinea",1969,6.17
"Guinea-Bissau",1969,5.64
"Guyana",1969,5.11
"Haiti",1969,5.85
"Honduras",1969,7.33
"Hong Kong, China",1969,3.55
"Hungary",1969,2.01
"Iceland",1969,3.12
"India",1969,5.57
"Indonesia",1969,5.52
"Iran",1969,6.53
"Iraq",1969,7.38
"Ireland",1969,3.82
"Israel",1969,3.81
"Italy",1969,2.5
"Jamaica",1969,5.62
"Japan",1969,2.08
"Jordan",1969,7.97
"Kazakhstan",1969,3.6
"Kenya",1969,8.1
"Kiribati",1969,6.43
"South Korea",1969,4.62
"Kuwait",1969,7.33
"Kyrgyz Republic",1969,4.96
"Lao",1969,5.97
"Latvia",1969,1.88
"Lebanon",1969,5.06
"Lesotho",1969,5.81
"Liberia",1969,6.66
"Libya",1969,7.84
"Lithuania",1969,2.31
"Luxembourg",1969,2.05
"Macao, China",1969,2.39
"Macedonia, FYR",1969,3.04
"Madagascar",1969,7.32
"Malawi",1969,7.26
"Malaysia",1969,5.01
"Maldives",1969,7.24
"Mali",1969,6.89
"Malta",1969,2.02
"Mauritania",1969,6.79
"Mauritius",1969,4.21
"Mexico",1969,6.76
"Micronesia, Fed. Sts.",1969,6.94
"Moldova",1969,2.61
"Mongolia",1969,7.58
"Montenegro",1969,2.73
"Morocco",1969,6.78
"Mozambique",1969,6.6
"Namibia",1969,6.4
"Nepal",1969,5.98
"Netherlands",1969,2.75
"New Caledonia",1969,5.3
"New Zealand",1969,3.01
"Nicaragua",1969,6.92
"Niger",1969,7.38
"Nigeria",1969,6.43
"Norway",1969,2.69
"Oman",1969,7.29
"Pakistan",1969,6.6
"Panama",1969,5.28
"Papua New Guinea",1969,6.19
"Paraguay",1969,5.89
"Peru",1969,6.42
"Philippines",1969,6.38
"Poland",1969,2.24
"Portugal",1969,3.05
"Puerto Rico",1969,3.25
"Qatar",1969,6.95
"Romania",1969,3.19
"Russia",1969,1.98
"Rwanda",1969,8.22
"St. Lucia",1969,6.25
"St. Vincent and the Grenadines",1969,6.19
"Samoa",1969,7.27
"Saudi Arabia",1969,7.27
"Senegal",1969,7.3
"Serbia",1969,2.4
"Seychelles",1969,5.85
"Sierra Leone",1969,6.64
"Singapore",1969,3.38
"Slovak Republic",1969,2.51
"Slovenia",1969,2.29
"Solomon Islands",1969,6.78
"South Africa",1969,5.64
"Spain",1969,2.87
"Sri Lanka",1969,4.48
"Sudan",1969,6.88
"Suriname",1969,5.79
"Swaziland",1969,6.87
"Sweden",1969,1.92
"Switzerland",1969,2.22
"Syria",1969,7.57
"Tajikistan",1969,6.84
"Tanzania",1969,6.78
"Thailand",1969,5.76
"Timor-Leste",1969,6.04
"Togo",1969,7.03
"Tonga",1969,6.15
"Trinidad and Tobago",1969,3.66
"Tunisia",1969,6.59
"Turkey",1969,5.64
"Turkmenistan",1969,6.35
"Uganda",1969,7.12
"Ukraine",1969,2.03
"United Arab Emirates",1969,6.68
"United Kingdom",1969,2.41
"United States",1969,2.46
"Uruguay",1969,2.87
"Uzbekistan",1969,6.55
"Vanuatu",1969,6.35
"Venezuela",1969,5.61
"West Bank and Gaza",1969,7.92
"Vietnam",1969,6.49
"Yemen",1969,7.51
"Zambia",1969,7.43
"Zimbabwe",1969,7.42
"Albania",1970,5.05
"Algeria",1970,7.64
"Angola",1970,7.3
"Antigua and Barbuda",1970,3.68
"Argentina",1970,3.07
"Armenia",1970,3.21
"Aruba",1970,2.91
"Australia",1970,2.86
"Austria",1970,2.29
"Azerbaijan",1970,4.61
"Bahamas",1970,3.53
"Bahrain",1970,6.5
"Bangladesh",1970,6.95
"Barbados",1970,3.11
"Belarus",1970,2.3
"Belgium",1970,2.21
"Belize",1970,6.3
"Benin",1970,6.75
"Bhutan",1970,6.67
"Bolivia",1970,6.58
"Bosnia and Herzegovina",1970,2.88
"Botswana",1970,6.64
"Brazil",1970,5.02
"Brunei",1970,5.75
"Bulgaria",1970,2.14
"Burkina Faso",1970,6.62
"Burundi",1970,7.31
"Cambodia",1970,6.48
"Cameroon",1970,6.21
"Canada",1970,2.31
"Cape Verde",1970,6.94
"Central African Republic",1970,5.95
"Chad",1970,6.53
"Chile",1970,4.02
"China",1970,5.75
"Colombia",1970,5.6
"Comoros",1970,7.06
"Congo, Dem. Rep.",1970,6.21
"Congo, Rep.",1970,6.26
"Costa Rica",1970,5.01
"Cote d'Ivoire",1970,7.91
"Croatia",1970,2.01
"Cuba",1970,4.03
"Cyprus",1970,2.61
"Czech Republic",1970,2.05
"Denmark",1970,1.95
"Djibouti",1970,6.8
"Dominican Republic",1970,6.18
"Ecuador",1970,6.13
"Egypt",1970,5.94
"El Salvador",1970,6.2
"Equatorial Guinea",1970,5.68
"Eritrea",1970,6.65
"Estonia",1970,2.1
"Ethiopia",1970,6.98
"Fiji",1970,4.54
"Finland",1970,1.83
"France",1970,2.49
"French Polynesia",1970,5.06
"Gabon",1970,5.08
"Gambia",1970,6.09
"Georgia",1970,2.6
"Germany",1970,2.04
"Ghana",1970,6.95
"Greece",1970,2.36
"Greenland",1970,3.9
"Grenada",1970,4.6
"Guatemala",1970,6.24
"Guinea",1970,6.2
"Guinea-Bissau",1970,6.07
"Guyana",1970,5.07
"Haiti",1970,5.76
"Honduras",1970,7.27
"Hong Kong, China",1970,3.42
"Hungary",1970,2.03
"Iceland",1970,3.03
"India",1970,5.49
"Indonesia",1970,5.47
"Iran",1970,6.44
"Iraq",1970,7.36
"Ireland",1970,3.81
"Israel",1970,3.82
"Italy",1970,2.47
"Jamaica",1970,5.48
"Japan",1970,2.1
"Jordan",1970,7.93
"Kazakhstan",1970,3.54
"Kenya",1970,8.08
"Kiribati",1970,6.05
"South Korea",1970,4.53
"Kuwait",1970,7.24
"Kyrgyz Republic",1970,4.89
"Lao",1970,5.97
"Latvia",1970,1.91
"Lebanon",1970,4.95
"Lesotho",1970,5.81
"Liberia",1970,6.7
"Libya",1970,7.87
"Lithuania",1970,2.31
"Luxembourg",1970,1.96
"Macao, China",1970,2.17
"Macedonia, FYR",1970,2.98
"Madagascar",1970,7.33
"Malawi",1970,7.3
"Malaysia",1970,4.87
"Maldives",1970,7.23
"Mali",1970,6.9
"Malta",1970,1.98
"Mauritania",1970,6.78
"Mauritius",1970,3.95
"Mexico",1970,6.72
"Micronesia, Fed. Sts.",1970,6.94
"Moldova",1970,2.58
"Mongolia",1970,7.57
"Montenegro",1970,2.69
"Morocco",1970,6.69
"Mozambique",1970,6.59
"Namibia",1970,6.46
"Nepal",1970,5.97
"Netherlands",1970,2.57
"New Caledonia",1970,5.3
"New Zealand",1970,2.95
"Nicaragua",1970,6.89
"Niger",1970,7.42
"Nigeria",1970,6.47
"Norway",1970,2.5
"Oman",1970,7.31
"Pakistan",1970,6.6
"Panama",1970,5.17
"Papua New Guinea",1970,6.16
"Paraguay",1970,5.74
"Peru",1970,6.31
"Philippines",1970,6.26
"Poland",1970,2.23
"Portugal",1970,2.99
"Puerto Rico",1970,3.15
"Qatar",1970,6.92
"Romania",1970,2.87
"Russia",1970,2
"Rwanda",1970,8.23
"St. Lucia",1970,6.1
"St. Vincent and the Grenadines",1970,6.01
"Samoa",1970,7.19
"Saudi Arabia",1970,7.28
"Senegal",1970,7.34
"Serbia",1970,2.38
"Seychelles",1970,5.76
"Sierra Leone",1970,6.7
"Singapore",1970,3.19
"Slovak Republic",1970,2.5
"Slovenia",1970,2.27
"Solomon Islands",1970,6.91
"South Africa",1970,5.59
"Spain",1970,2.87
"Sri Lanka",1970,4.34
"Sudan",1970,6.89
"Suriname",1970,5.65
"Swaziland",1970,6.88
"Sweden",1970,1.92
"Switzerland",1970,2.12
"Syria",1970,7.57
"Tajikistan",1970,6.88
"Tanzania",1970,6.77
"Thailand",1970,5.6
