"country","year","life_expectancy"
"Jamaica",1965,68.73
"Japan",1965,70.31
"Jordan",1965,57.35
"Kazakhstan",1965,61.24
"Kenya",1965,50.75
"Kiribati",1965,47.84
"South Korea",1965,56.84
"Kuwait",1965,65.92
"Kyrgyz Republic",1965,58.34
"Lao",1965,43.39
"Latvia",1965,71.29
"Lebanon",1965,64.25
"Lesotho",1965,48.79
"Liberia",1965,37.23
"Libya",1965,52.77
"Lithuania",1965,71.76
"Luxembourg",1965,69.31
"Macao, China",1965,67.24
"Macedonia, FYR",1965,63.92
"Madagascar",1965,44.85
"Malawi",1965,39.75
"Malaysia",1965,62.71
"Maldives",1965,42.47
"Mali",1965,31.26
"Malta",1965,70.03
"Mauritania",1965,47.18
"Mauritius",1965,62.4
"Mexico",1965,59.78
"Micronesia, Fed. Sts.",1965,58.63
"Moldova",1965,64.14
"Mongolia",1965,53.48
"Montenegro",1965,67.05
"Morocco",1965,52.06
"Mozambique",1965,41.1
"Namibia",1965,50.05
"Nepal",1965,42.14
"Netherlands",1965,73.58
"New Caledonia",1965,59.6
"New Zealand",1965,71.3
"Nicaragua",1965,54.88
"Niger",1965,37.49
"Nigeria",1965,43.29
"Norway",1965,73.83
"Oman",1965,49.13
"Pakistan",1965,51.01
"Panama",1965,64.21
"Papua New Guinea",1965,42.22
"Paraguay",1965,67.87
"Peru",1965,51.79
"Philippines",1965,60.56
"Poland",1965,69.58
"Portugal",1965,66.17
"Puerto Rico",1965,69.72
"Qatar",1965,64.53
"Romania",1965,68.02
"Russia",1965,69.36
"Rwanda",1965,44.62
"St. Lucia",1965,60.15
"St. Vincent and the Grenadines",1965,62.46
"Samoa",1965,54.39
"Saudi Arabia",1965,50.88
"Senegal",1965,38.71
"Serbia",1965,66.06
"Seychelles",1965,62.81
"Sierra Leone",1965,38.7
"Singapore",1965,66.31
"Slovak Republic",1965,70.39
"Slovenia",1965,69.14
"Solomon Islands",1965,53.42
"South Africa",1965,50.91
"Spain",1965,70.95
"Sri Lanka",1965,62.07
"Sudan",1965,51.94
"Suriname",1965,62.65
"Swaziland",1965,46.39
"Sweden",1965,73.85
"Switzerland",1965,72.36
"Syria",1965,55.77
"Tajikistan",1965,59.45
"Tanzania",1965,47.37
"Thailand",1965,57.8
"Timor-Leste",1965,41.29
"Togo",1965,44.43
"Tonga",1965,62.94
"Trinidad and Tobago",1965,65.17
"Tunisia",1965,47.31
"Turkey",1965,50.96
"Turkmenistan",1965,57.17
"Uganda",1965,48.49
"Ukraine",1965,71.4
"United Arab Emirates",1965,56.87
"United Kingdom",1965,71.52
"United States",1965,70.41
"Uruguay",1965,68.74
"Uzbekistan",1965,61.59
"Vanuatu",1965,48.87
"Venezuela",1965,63.09
"West Bank and Gaza",1965,54.2
"Vietnam",1965,61.32
"Yemen",1965,37.27
"Zambia",1965,50.96
"Zimbabwe",1965,55.25
"Albania",1966,66.88
"Algeria",1966,50.58
"Angola",1966,39.28
"Antigua and Barbuda",1966,65.63
"Argentina",1966,66.08
"Armenia",1966,69.74
"Aruba",1966,67.76
"Australia",1966,70.79
"Austria",1966,70.22
"Azerbaijan",1966,63.91
"Bahamas",1966,63.65
"Bahrain",1966,59.23
"Bangladesh",1966,48.63
"Barbados",1966,64.64
"Belarus",1966,73.05
"Belgium",1966,70.58
"Belize",1966,63.53
"Benin",1966,41.5
"Bhutan",1966,39.28
"Bolivia",1966,45.99
"Bosnia and Herzegovina",1966,66.81
"Botswana",1966,52.36
"Brazil",1966,58.07
"Brunei",1966,65.67
"Bulgaria",1966,71.28
"Burkina Faso",1966,38.3
"Burundi",1966,42.18
"Cambodia",1966,43.73
"Cameroon",1966,46.67
"Canada",1966,71.86
"Cape Verde",1966,51.32
"Central African Republic",1966,40.5
"Chad",1966,43.48
"Chile",1966,59.54
"China",1966,55.37
"Colombia",1966,61.16
"Comoros",1966,46.63
"Congo, Dem. Rep.",1966,46.2
"Congo, Rep.",1966,51.45
"Costa Rica",1966,65.33
"Cote d'Ivoire",1966,42.21
"Croatia",1966,67.16
"Cuba",1966,67.6
"Cyprus",1966,71.62
"Czech Republic",1966,70.65
"Denmark",1966,72.57
"Djibouti",1966,48.9
"Dominican Republic",1966,58.02
"Ecuador",1966,57.47
"Egypt",1966,51.29
"El Salvador",1966,55.93
"Equatorial Guinea",1966,39.78
"Eritrea",1966,41.22
"Estonia",1966,70.78
"Ethiopia",1966,39.09
"Fiji",1966,58.14
"Finland",1966,69.68
"France",1966,71.67
"French Polynesia",1966,58.65
"Gabon",1966,42.21
"Gambia",1966,39.47
"Georgia",1966,65.9
"Germany",1966,70.77
"Ghana",1966,48.8
"Greece",1966,70.12
"Greenland",1966,63.71
"Grenada",1966,63.16
"Guatemala",1966,50.43
"Guinea",1966,36.96
"Guinea-Bissau",1966,44.63
"Guyana",1966,60.09
"Haiti",1966,45.43
"Honduras",1966,52.02
"Hong Kong, China",1966,70.37
"Hungary",1966,69.98
"Iceland",1966,73.4
"India",1966,45.73
"Indonesia",1966,44.18
"Iran",1966,49.66
"Iraq",1966,53.51
"Ireland",1966,70.89
"Israel",1966,70.17
"Italy",1966,70.99
"Jamaica",1966,69.17
"Japan",1966,71.12
"Jordan",1966,58.13
"Kazakhstan",1966,61.69
"Kenya",1966,51.35
"Kiribati",1966,48.23
"South Korea",1966,57.67
"Kuwait",1966,66.58
"Kyrgyz Republic",1966,58.76
"Lao",1966,43.64
"Latvia",1966,71.26
"Lebanon",1966,64.5
"Lesotho",1966,48.95
"Liberia",1966,37.77
"Libya",1966,54.15
"Lithuania",1966,71.92
"Luxembourg",1966,69.21
"Macao, China",1966,67.66
"Macedonia, FYR",1966,64.51
"Madagascar",1966,45.43
"Malawi",1966,40.03
"Malaysia",1966,63.21
"Maldives",1966,43.48
"Mali",1966,31.8
"Malta",1966,70.36
"Mauritania",1966,47.73
"Mauritius",1966,62.67
"Mexico",1966,60.15
"Micronesia, Fed. Sts.",1966,58.99
"Moldova",1966,64.48
"Mongolia",1966,54.16
"Montenegro",1966,67.62
"Morocco",1966,52.54
"Mozambique",1966,41.66
"Namibia",1966,50.61
"Nepal",1966,42.6
"Netherlands",1966,73.52
"New Caledonia",1966,60.19
"New Zealand",1966,71.16
"Nicaragua",1966,55.74
"Niger",1966,37.61
"Nigeria",1966,43.81
"Norway",1966,74.11
"Oman",1966,49.97
"Pakistan",1966,51.7
"Panama",1966,64.7
"Papua New Guinea",1966,43.07
"Paraguay",1966,68.11
"Peru",1966,52.38
"Philippines",1966,60.91
"Poland",1966,69.99
"Portugal",1966,65.67
"Puerto Rico",1966,70.03
"Qatar",1966,65.25
"Romania",1966,67.98
"Russia",1966,69.43
"Rwanda",1966,44.85
"St. Lucia",1966,60.58
"St. Vincent and the Grenadines",1966,63.06
"Samoa",1966,54.98
"Saudi Arabia",1966,51.68
"Senegal",1966,38.7
"Serbia",1966,66.56
"Seychelles",1966,63.11
"Sierra Leone",1966,39.38
"Singapore",1966,66.46
"Slovak Republic",1966,70.53
"Slovenia",1966,69.14
"Solomon Islands",1966,54
"South Africa",1966,51.3
"Spain",1966,71.2
"Sri Lanka",1966,62.62
"Sudan",1966,52.42
"Suriname",1966,63.07
"Swaziland",1966,46.76
"Sweden",1966,74.09
"Switzerland",1966,72.5
"Syria",1966,56.42
"Tajikistan",1966,59.9
"Tanzania",1966,47.77
"Thailand",1966,58.18
"Timor-Leste",1966,42.12
"Togo",1966,45.09
"Tonga",1966,63.27
"Trinidad and Tobago",1966,65.31
"Tunisia",1966,48.33
"Turkey",1966,51.74
"Turkmenistan",1966,57.61
"Uganda",1966,49.07
"Ukraine",1966,71.66
"United Arab Emirates",1966,57.81
"United Kingdom",1966,71.43
"United States",1966,70.43
"Uruguay",1966,68.78
"Uzbekistan",1966,62.02
"Vanuatu",1966,49.44
"Venezuela",1966,63.66
"West Bank and Gaza",1966,54.94
"Vietnam",1966,61.36
"Yemen",1966,38.15
"Zambia",1966,51.49
"Zimbabwe",1966,55.65
"Albania",1967,67.11
"Algeria",1967,51.05
"Angola",1967,39.84
"Antigua and Barbuda",1967,66.03
"Argentina",1967,66.26
"Armenia",1967,70.22
"Aruba",1967,68.1
"Australia",1967,71.07
"Austria",1967,70.1
"Azerbaijan",1967,64.35
"Bahamas",1967,63.91
"Bahrain",1967,60.29
"Bangladesh",1967,48.37
"Barbados",1967,65.08
"Belarus",1967,72.78
"Belgium",1967,70.86
"Belize",1967,64.11
"Benin",1967,42.09
"Bhutan",1967,39.94
"Bolivia",1967,46.34
"Bosnia and Herzegovina",1967,67.47
"Botswana",1967,52.77
"Brazil",1967,58.49
"Brunei",1967,66.12
"Bulgaria",1967,70.47
"Burkina Faso",1967,38.8
"Burundi",1967,42.37
"Cambodia",1967,44
"Cameroon",1967,47.22
"Canada",1967,72.07
"Cape Verde",1967,51.75
"Central African Republic",1967,41.15
"Chad",1967,43.98
"Chile",1967,60.07
"China",1967,56.9
"Colombia",1967,61.6
"Comoros",1967,47.1
"Congo, Dem. Rep.",1967,46.66
"Congo, Rep.",1967,51.84
"Costa Rica",1967,65.85
"Cote d'Ivoire",1967,42.93
"Croatia",1967,67.52
"Cuba",1967,68.2
"Cyprus",1967,71.92
"Czech Republic",1967,70.55
"Denmark",1967,73.06
"Djibouti",1967,49.53
"Dominican Republic",1967,58.75
"Ecuador",1967,57.89
"Egypt",1967,51.65
"El Salvador",1967,56.41
"Equatorial Guinea",1967,40.13
"Eritrea",1967,41.66
"Estonia",1967,71.08
"Ethiopia",1967,41.09
"Fiji",1967,58.52
"Finland",1967,69.86
"France",1967,71.67
"French Polynesia",1967,59.06
"Gabon",1967,43.06
"Gambia",1967,40.36
"Georgia",1967,66.26
"Germany",1967,70.99
"Ghana",1967,49.14
"Greece",1967,70.34
"Greenland",1967,64.08
"Grenada",1967,63.54
"Guatemala",1967,51.16
"Guinea",1967,37.16
"Guinea-Bissau",1967,44.86
"Guyana",1967,60.25
"Haiti",1967,45.9
"Honduras",1967,52.68
"Hong Kong, China",1967,70.77
"Hungary",1967,69.55
"Iceland",1967,73.9
"India",1967,46.49
"Indonesia",1967,50.54
"Iran",1967,50.3
"Iraq",1967,54.42
"Ireland",1967,71.95
"Israel",1967,70.39
"Italy",1967,71.03
"Jamaica",1967,69.58
"Japan",1967,71.41
"Jordan",1967,58.9
"Kazakhstan",1967,62.12
"Kenya",1967,51.96
"Kiribati",1967,48.63
"South Korea",1967,58.54
"Kuwait",1967,67.2
"Kyrgyz Republic",1967,59.19
"Lao",1967,43.89
"Latvia",1967,70.94
"Lebanon",1967,64.76
"Lesotho",1967,49.09
"Liberia",1967,38.33
"Libya",1967,55.45
"Lithuania",1967,71.99
"Luxembourg",1967,69.59
"Macao, China",1967,68.06
"Macedonia, FYR",1967,65.08
"Madagascar",1967,46.01
"Malawi",1967,40.36
"Malaysia",1967,63.7
"Maldives",1967,44.49
"Mali",1967,32.41
"Malta",1967,70.67
"Mauritania",1967,48.26
"Mauritius",1967,62.85
"Mexico",1967,60.53
"Micronesia, Fed. Sts.",1967,59.36
"Moldova",1967,64.78
"Mongolia",1967,54.8
"Montenegro",1967,68.19
"Morocco",1967,53
"Mozambique",1967,42.21
"Namibia",1967,51.17
"Nepal",1967,43.05
"Netherlands",1967,73.79
"New Caledonia",1967,60.77
"New Zealand",1967,71.54
"Nicaragua",1967,56.6
"Niger",1967,37.73
"Nigeria",1967,38.31
"Norway",1967,74.18
"Oman",1967,50.8
"Pakistan",1967,52.34
"Panama",1967,65.18
"Papua New Guinea",1967,43.92
"Paraguay",1967,68.37
"Peru",1967,53.03
"Philippines",1967,61.26
"Poland",1967,69.69
"Portugal",1967,66.57
"Puerto Rico",1967,70.36
"Qatar",1967,65.95
"Romania",1967,67.95
"Russia",1967,69.21
"Rwanda",1967,45.07
"St. Lucia",1967,61
"St. Vincent and the Grenadines",1967,63.58
"Samoa",1967,55.57
"Saudi Arabia",1967,52.55
"Senegal",1967,38.74
"Serbia",1967,67.05
"Seychelles",1967,63.43
"Sierra Leone",1967,40.18
"Singapore",1967,66.63
"Slovak Republic",1967,71.07
"Slovenia",1967,69.14
"Solomon Islands",1967,54.58
"South Africa",1967,51.68
"Spain",1967,71.39
"Sri Lanka",1967,63.17
"Sudan",1967,52.9
"Suriname",1967,63.49
"Swaziland",1967,47.2
"Sweden",1967,74.12
"Switzerland",1967,72.8
"Syria",1967,57.12
"Tajikistan",1967,60.34
"Tanzania",1967,48.19
"Thailand",1967,58.56
"Timor-Leste",1967,43.02
"Togo",1967,45.75
"Tonga",1967,63.61
"Trinidad and Tobago",1967,65.41
"Tunisia",1967,49.42
"Turkey",1967,52.48
"Turkmenistan",1967,58.02
"Uganda",1967,49.58
"Ukraine",1967,71.25
"United Arab Emirates",1967,58.7
"United Kingdom",1967,72.06
"United States",1967,70.76
"Uruguay",1967,68.8
"Uzbekistan",1967,62.43
"Vanuatu",1967,50.01
"Venezuela",1967,64.22
"West Bank and Gaza",1967,55.7
"Vietnam",1967,61.06
"Yemen",1967,39.01
"Zambia",1967,52.05
"Zimbabwe",1967,56.04
"Albania",1968,67.32
"Algeria",1968,51.49
"Angola",1968,40.39
"Antigua and Barbuda",1968,66.41
"Argentina",1968,66.47
"Armenia",1968,70.67
"Aruba",1968,68.44
"Australia",1968,70.7
"Austria",1968,70.25
"Azerbaijan",1968,64.75
"Bahamas",1968,64.14
"Bahrain",1968,61.29
"Bangladesh",1968,47.83
"Barbados",1968,65.5
"Belarus",1968,72.88
"Belgium",1968,70.55
"Belize",1968,64.67
"Benin",1968,42.69
"Bhutan",1968,40.66
"Bolivia",1968,46.69
"Bosnia and Herzegovina",1968,68.14
"Botswana",1968,53.23
"Brazil",1968,58.91
"Brunei",1968,66.54
"Bulgaria",1968,71.3
"Burkina Faso",1968,39.3
"Burundi",1968,42.52
"Cambodia",1968,44.13
"Cameroon",1968,47.79
"Canada",1968,72.23
"Cape Verde",1968,52.32
"Central African Republic",1968,41.84
"Chad",1968,44.54
"Chile",1968,60.61
"China",1968,57.87
"Colombia",1968,62.03
"Comoros",1968,47.58
"Congo, Dem. Rep.",1968,47.14
"Congo, Rep.",1968,52.21
"Costa Rica",1968,66.35
"Cote d'Ivoire",1968,43.7
"Croatia",1968,67.87
"Cuba",1968,68.78
"Cyprus",1968,72.19
"Czech Republic",1968,70.11
"Denmark",1968,73.27
"Djibouti",1968,50.23
"Dominican Republic",1968,59.47
"Ecuador",1968,58.32
"Egypt",1968,51.97
"El Salvador",1968,56.84
"Equatorial Guinea",1968,40.48
"Eritrea",1968,42.1
"Estonia",1968,70.7
"Ethiopia",1968,41.38
"Fiji",1968,58.89
"Finland",1968,69.82
"France",1968,71.66
"French Polynesia",1968,59.45
"Gabon",1968,43.9
"Gambia",1968,41.3
"Georgia",1968,66.6
"Germany",1968,70.64
"Ghana",1968,49.46
"Greece",1968,70.59
"Greenland",1968,64.45
"Grenada",1968,63.91
"Guatemala",1968,51.93
"Guinea",1968,37.37
"Guinea-Bissau",1968,45.09
"Guyana",1968,60.43
"Haiti",1968,46.33
"Honduras",1968,53.34
"Hong Kong, China",1968,71.15
"Hungary",1968,69.38
"Iceland",1968,74.12
"India",1968,47.21
"Indonesia",1968,51.27
"Iran",1968,50.98
"Iraq",1968,55.24
"Ireland",1968,71.67
"Israel",1968,70.6
"Italy",1968,70.85
"Jamaica",1968,69.99
"Japan",1968,71.73
"Jordan",1968,59.66
"Kazakhstan",1968,62.53
"Kenya",1968,52.57
"Kiribati",1968,49.02
"South Korea",1968,59.44
"Kuwait",1968,67.8
"Kyrgyz Republic",1968,59.58
"Lao",1968,44.15
"Latvia",1968,70.56
"Lebanon",1968,65.01
"Lesotho",1968,49.24
"Liberia",1968,38.91
"Libya",1968,56.69
"Lithuania",1968,71.68
"Luxembourg",1968,70.17
"Macao, China",1968,68.45
"Macedonia, FYR",1968,65.62
"Madagascar",1968,46.6
"Malawi",1968,40.73
"Malaysia",1968,64.17
"Maldives",1968,45.48
"Mali",1968,33.07
"Malta",1968,70.98
"Mauritania",1968,48.78
"Mauritius",1968,62.97
"Mexico",1968,60.91
"Micronesia, Fed. Sts.",1968,59.73
"Moldova",1968,65.03
"Mongolia",1968,55.43
"Montenegro",1968,68.78
"Morocco",1968,53.46
"Mozambique",1968,42.78
"Namibia",1968,51.71
"Nepal",1968,43.51
"Netherlands",1968,73.6
"New Caledonia",1968,61.33
"New Zealand",1968,71.2
"Nicaragua",1968,57.47
"Niger",1968,37.88
"Nigeria",1968,33.47
"Norway",1968,74.07
"Oman",1968,51.62
"Pakistan",1968,52.95
"Panama",1968,65.65
"Papua New Guinea",1968,44.74
"Paraguay",1968,68.63
"Peru",1968,53.74
"Philippines",1968,61.6
"Poland",1968,70.33
"Portugal",1968,66.88
"Puerto Rico",1968,70.7
"Qatar",1968,66.64
"Romania",1968,68.01
"Russia",1968,69.17
"Rwanda",1968,45.27
"St. Lucia",1968,61.45
"St. Vincent and the Grenadines",1968,64.04
"Samoa",1968,56.15
"Saudi Arabia",1968,53.51
"Senegal",1968,38.9
"Serbia",1968,67.51
"Seychelles",1968,63.78
"Sierra Leone",1968,41.08
"Singapore",1968,66.84
"Slovak Republic",1968,70.6
"Slovenia",1968,69.17
"Solomon Islands",1968,55.16
"South Africa",1968,52.04
"Spain",1968,71.68
"Sri Lanka",1968,63.7
"Sudan",1968,53.36
"Suriname",1968,63.89
"Swaziland",1968,47.67
"Sweden",1968,73.99
"Switzerland",1968,72.75
"Syria",1968,57.83
"Tajikistan",1968,60.77
"Tanzania",1968,48.62
"Thailand",1968,58.96
"Timor-Leste",1968,43.96
"Togo",1968,46.41
"Tonga",1968,63.93
"Trinidad and Tobago",1968,65.5
"Tunisia",1968,50.56
"Turkey",1968,53.21
"Turkmenistan",1968,58.42
"Uganda",1968,50.05
"Ukraine",1968,71.33
"United Arab Emirates",1968,59.54
"United Kingdom",1968,71.68
"United States",1968,70.42
"Uruguay",1968,68.82
"Uzbekistan",1968,62.83
"Vanuatu",1968,50.56
"Venezuela",1968,64.77
"West Bank and Gaza",1968,56.45
"Vietnam",1968,60.45
"Yemen",1968,39.87
"Zambia",1968,52.64
"Zimbabwe",1968,56.43
"Albania",1969,67.55
"Algeria",1969,51.95
"Angola",1969,40.95
"Antigua and Barbuda",1969,66.81
"Argentina",1969,66.72
"Armenia",1969,71.1
"Aruba",1969,68.78
"Australia",1969,71.11
"Austria",1969,70.02
"Azerbaijan",1969,65.14
"Bahamas",1969,64.39
"Bahrain",1969,62.22
"Bangladesh",1969,47.09
"Barbados",1969,65.91
"Belarus",1969,72.47
"Belgium",1969,70.63
"Belize",1969,65.21
"Benin",1969,43.31
"Bhutan",1969,41.45
"Bolivia",1969,47.05
"Bosnia and Herzegovina",1969,68.82
"Botswana",1969,53.73
"Brazil",1969,59.31
"Brunei",1969,66.97
"Bulgaria",1969,70.48
"Burkina Faso",1969,39.78
"Burundi",1969,42.65
"Cambodia",1969,44.03
"Cameroon",1969,48.37
"Canada",1969,72.39
"Cape Verde",1969,53
"Central African Republic",1969,42.57
"Chad",1969,45.12
"Chile",1969,61.17
"China",1969,59.38
"Colombia",1969,62.43
"Comoros",1969,48.09
"Congo, Dem. Rep.",1969,47.63
"Congo, Rep.",1969,52.54
"Costa Rica",1969,66.84
"Cote d'Ivoire",1969,44.53
"Croatia",1969,68.22
"Cuba",1969,69.32
"Cyprus",1969,72.47
"Czech Republic",1969,69.62
"Denmark",1969,73.36
"Djibouti",1969,50.99
"Dominican Republic",1969,60.16
"Ecuador",1969,58.76
"Egypt",1969,52.25
"El Salvador",1969,57.24
"Equatorial Guinea",1969,40.82
"Eritrea",1969,42.56
"Estonia",1969,70.4
"Ethiopia",1969,41.65
"Fiji",1969,59.26
"Finland",1969,69.7
"France",1969,71.4
"French Polynesia",1969,59.83
"Gabon",1969,44.74
"Gambia",1969,42.3
"Georgia",1969,66.93
"Germany",1969,70.48
"Ghana",1969,49.78
"Greece",1969,70.88
"Greenland",1969,64.82
"Grenada",1969,64.27
"Guatemala",1969,52.72
"Guinea",1969,37.61
"Guinea-Bissau",1969,45.29
"Guyana",1969,60.59
"Haiti",1969,46.73
"Honduras",1969,54
"Hong Kong, China",1969,71.53
"Hungary",1969,69.45
"Iceland",1969,73.9
"India",1969,47.93
"Indonesia",1969,52
"Iran",1969,51.67
"Iraq",1969,55.96
"Ireland",1969,71.62
"Israel",1969,70.78
"Italy",1969,70.87
"Jamaica",1969,70.36
"Japan",1969,71.96
"Jordan",1969,60.42
"Kazakhstan",1969,62.92
"Kenya",1969,53.19
"Kiribati",1969,49.42
"South Korea",1969,60.35
"Kuwait",1969,68.38
"Kyrgyz Republic",1969,59.95
"Lao",1969,44.41
"Latvia",1969,70.29
"Lebanon",1969,65.27
"Lesotho",1969,49.43
"Liberia",1969,39.49
"Libya",1969,57.88
"Lithuania",1969,71.3
"Luxembourg",1969,69.73
"Macao, China",1969,68.83
"Macedonia, FYR",1969,66.14
"Madagascar",1969,47.18
"Malawi",1969,41.16
"Malaysia",1969,64.63
"Maldives",1969,46.44
"Mali",1969,33.77
"Malta",1969,71.29
"Mauritania",1969,49.27
"Mauritius",1969,63.05
"Mexico",1969,61.32
"Micronesia, Fed. Sts.",1969,60.1
"Moldova",1969,65.23
"Mongolia",1969,56.02
"Montenegro",1969,69.36
"Morocco",1969,53.91
"Mozambique",1969,43.37
"Namibia",1969,52.26
"Nepal",1969,43.97
"Netherlands",1969,73.51
"New Caledonia",1969,61.89
"New Zealand",1969,71.57
"Nicaragua",1969,58.33
"Niger",1969,38.05
"Nigeria",1969,31.63
"Norway",1969,73.78
"Oman",1969,52.43
"Pakistan",1969,53.52
"Panama",1969,66.15
"Papua New Guinea",1969,45.53
"Paraguay",1969,68.9
"Peru",1969,54.52
"Philippines",1969,61.94
"Poland",1969,69.83
"Portugal",1969,66.49
"Puerto Rico",1969,71.03
"Qatar",1969,67.29
"Romania",1969,68.16
"Russia",1969,68.65
"Rwanda",1969,45.44
"St. Lucia",1969,61.94
"St. Vincent and the Grenadines",1969,64.46
"Samoa",1969,56.75
"Saudi Arabia",1969,54.55
"Senegal",1969,39.17
"Serbia",1969,67.94
"Seychelles",1969,64.18
"Sierra Leone",1969,42.08
"Singapore",1969,67.09
"Slovak Republic",1969,69.91
"Slovenia",1969,69.23
"Solomon Islands",1969,55.74
"South Africa",1969,52.41
"Spain",1969,71.21
"Sri Lanka",1969,64.21
"Sudan",1969,53.82
"Suriname",1969,64.28
"Swaziland",1969,48.21
"Sweden",1969,74.11
"Switzerland",1969,72.76
"Syria",1969,58.57
"Tajikistan",1969,61.17
"Tanzania",1969,49.07
"Thailand",1969,59.39
"Timor-Leste",1969,44.86
"Togo",1969,47.07
"Tonga",1969,64.26
"Trinidad and Tobago",1969,65.6
"Tunisia",1969,51.74
"Turkey",1969,53.91
"Turkmenistan",1969,58.8
"Uganda",1969,50.43
"Ukraine",1969,70.7
"United Arab Emirates",1969,60.33
"United Kingdom",1969,71.64
"United States",1969,70.66
"Uruguay",1969,68.84
"Uzbekistan",1969,63.2
"Vanuatu",1969,51.12
"Venezuela",1969,65.3
"West Bank and Gaza",1969,57.22
"Vietnam",1969,59.63
"Yemen",1969,40.71
"Zambia",1969,53.25
"Zimbabwe",1969,56.83
"Albania",1970,67.83
"Algeria",1970,52.41
"Angola",1970,41.5
"Antigua and Barbuda",1970,67.19
"Argentina",1970,67.01
"Armenia",1970,71.47
"Aruba",1970,69.14
"Australia",1970,70.78
"Austria",1970,70.07
"Azerbaijan",1970,65.48
"Bahamas",1970,64.61
"Bahrain",1970,63.1
"Bangladesh",1970,46.31
"Barbados",1970,66.31
"Belarus",1970,71.94
"Belgium",1970,70.89
"Belize",1970,65.72
"Benin",1970,43.93
"Bhutan",1970,42.31
"Bolivia",1970,47.44
"Bosnia and Herzegovina",1970,69.49
"Botswana",1970,54.3
"Brazil",1970,59.73
"Brunei",1970,67.38
"Bulgaria",1970,71.32
"Burkina Faso",1970,40.27
"Burundi",1970,42.76
"Cambodia",1970,43.28
"Cameroon",1970,48.97
"Canada",1970,72.58
"Cape Verde",1970,53.78
"Central African Republic",1970,43.36
"Chad",1970,45.72
"Chile",1970,61.74
"China",1970,61
"Colombia",1970,62.83
"Comoros",1970,48.61
"Congo, Dem. Rep.",1970,48.13
"Congo, Rep.",1970,52.85
"Costa Rica",1970,67.34
"Cote d'Ivoire",1970,45.38
"Croatia",1970,68.54
"Cuba",1970,69.84
"Cyprus",1970,72.73
"Czech Republic",1970,69.72
"Denmark",1970,73.49
"Djibouti",1970,51.75
"Dominican Republic",1970,60.83
"Ecuador",1970,59.21
"Egypt",1970,52.54
"El Salvador",1970,57.57
"Equatorial Guinea",1970,41.17
"Eritrea",1970,43.02
"Estonia",1970,70.51
"Ethiopia",1970,41.9
"Fiji",1970,59.61
"Finland",1970,70.4
"France",1970,72.29
"French Polynesia",1970,60.18
"Gabon",1970,45.55
"Gambia",1970,43.31
"Georgia",1970,67.24
"Germany",1970,70.72
"Ghana",1970,50.08
"Greece",1970,71.2
"Greenland",1970,65.19
"Grenada",1970,64.62
"Guatemala",1970,53.5
"Guinea",1970,37.89
"Guinea-Bissau",1970,45.5
"Guyana",1970,60.75
"Haiti",1970,47.1
"Honduras",1970,54.68
"Hong Kong, China",1970,71.89
"Hungary",1970,69.29
"Iceland",1970,74
"India",1970,48.65
"Indonesia",1970,52.71
"Iran",1970,52.43
"Iraq",1970,56.61
"Ireland",1970,71.68
"Israel",1970,70.96
"Italy",1970,71.62
"Jamaica",1970,70.72
"Japan",1970,72.05
"Jordan",1970,61.15
"Kazakhstan",1970,63.27
"Kenya",1970,53.83
"Kiribati",1970,49.82
"South Korea",1970,61.22
"Kuwait",1970,68.93
"Kyrgyz Republic",1970,60.3
"Lao",1970,44.66
"Latvia",1970,70.31
"Lebanon",1970,65.52
"Lesotho",1970,49.67
"Liberia",1970,40.1
"Libya",1970,59.01
"Lithuania",1970,71.16
"Luxembourg",1970,69.47
"Macao, China",1970,69.2
"Macedonia, FYR",1970,66.63
"Madagascar",1970,47.77
"Malawi",1970,41.62
"Malaysia",1970,65.08
"Maldives",1970,47.37
"Mali",1970,34.51
"Malta",1970,71.6
"Mauritania",1970,49.77
"Mauritius",1970,63.14
"Mexico",1970,61.77
"Micronesia, Fed. Sts.",1970,60.48
"Moldova",1970,65.39
"Mongolia",1970,56.58
"Montenegro",1970,69.94
"Morocco",1970,54.34
"Mozambique",1970,43.97
"Namibia",1970,52.81
"Nepal",1970,44.43
"Netherlands",1970,73.57
"New Caledonia",1970,62.42
"New Zealand",1970,71.35
"Nicaragua",1970,59.18
"Niger",1970,38.24
"Nigeria",1970,41.79
"Norway",1970,74.19
"Oman",1970,53.26
"Pakistan",1970,54.06
"Panama",1970,66.66
"Papua New Guinea",1970,46.27
"Paraguay",1970,69.2
"Peru",1970,55.36
"Philippines",1970,62.26
"Poland",1970,69.96
"Portugal",1970,67.14
"Puerto Rico",1970,71.35
"Qatar",1970,67.91
"Romania",1970,68.41
"Russia",1970,68.76
"Rwanda",1970,45.58
"St. Lucia",1970,62.47
"St. Vincent and the Grenadines",1970,64.84
"Samoa",1970,57.33
"Saudi Arabia",1970,55.65
"Senegal",1970,39.59
"Serbia",1970,68.34
"Seychelles",1970,64.62
"Sierra Leone",1970,43.15
"Singapore",1970,67.4
"Slovak Republic",1970,69.84
"Slovenia",1970,69.32
"Solomon Islands",1970,56.31
"South Africa",1970,52.77
"Spain",1970,72.19
"Sri Lanka",1970,64.69
