"country","year","population"
"Macedonia, FYR",1965,1592434
"Madagascar",1965,5769219
"Malawi",1965,4058680
"Malaysia",1965,9569784
"Maldives",1965,102723
"Mali",1965,5568485
"Malta",1965,306212
"Mauritania",1965,992368
"Mauritius",1965,753285
"Mexico",1965,44623041
"Micronesia, Fed. Sts.",1965,52238
"Moldova",1965,3335625
"Mongolia",1965,1107125
"Montenegro",1965,533815
"Morocco",1965,14248426
"Mozambique",1965,8302736
"Namibia",1965,682553
"Nepal",1965,10905006
"Netherlands",1965,12216122
"New Caledonia",1965,91197
"New Zealand",1965,2628003
"Nicaragua",1965,2062633
"Niger",1965,3921581
"Nigeria",1965,50238569
"Norway",1965,3724065
"Oman",1965,625007
"Pakistan",1965,50848775
"Panama",1965,1314627
"Papua New Guinea",1965,2161103
"Paraguay",1965,2170853
"Peru",1965,11607684
"Philippines",1965,30913931
"Poland",1965,31539695
"Portugal",1965,8888635
"Puerto Rico",1965,2577530
"Qatar",1965,73543
"Romania",1965,19379554
"Russia",1965,126483874
"Rwanda",1965,3232937
"St. Lucia",1965,96303
"St. Vincent and the Grenadines",1965,85972
"Samoa",1965,127068
"Saudi Arabia",1965,4843635
"Senegal",1965,3649308
"Serbia",1965,7835084
"Seychelles",1965,46770
"Sierra Leone",1965,2332999
"Singapore",1965,1879571
"Slovak Republic",1965,4378613
"Slovenia",1965,1629434
"Solomon Islands",1965,136847
"South Africa",1965,19813947
"Spain",1965,32192223
"Sri Lanka",1965,11117685
"Sudan",1965,8738703
"Suriname",1965,331799
"Swaziland",1965,391659
"Sweden",1965,7741167
"Switzerland",1965,5829958
"Syria",1965,5398333
"Tajikistan",1965,2489648
"Tanzania",1965,11683511
"Thailand",1965,31822798
"Timor-Leste",1965,547035
"Togo",1965,1708632
"Tonga",1965,74363
"Trinidad and Tobago",1965,912419
"Tunisia",1965,4545340
"Turkey",1965,31000167
"Turkmenistan",1965,1890000
"Uganda",1965,8014376
"Ukraine",1965,45261939
"United Arab Emirates",1965,150318
"United Kingdom",1965,54278349
"United States",1965,199403532
"Uruguay",1965,2694535
"Uzbekistan",1965,10233502
"Vanuatu",1965,74287
"Venezuela",1965,9824694
"West Bank and Gaza",1965,1191509
"Vietnam",1965,37860014
"Yemen",1965,5619170
"Zambia",1965,3559687
"Zimbabwe",1965,4422132
"Albania",1966,1947786
"Algeria",1966,12980269
"Angola",1966,5863568
"Antigua and Barbuda",1966,60818
"Argentina",1966,22608747
"Armenia",1966,2269475
"Aruba",1966,57712
"Australia",1966,11657281
"Austria",1966,7345865
"Azerbaijan",1966,4708485
"Bahamas",1966,146364
"Bahrain",1966,191782
"Bangladesh",1966,57675529
"Barbados",1966,236043
"Belarus",1966,8695433
"Belgium",1966,9493656
"Belize",1966,109344
"Benin",1966,2681382
"Bhutan",1966,259270
"Bolivia",1966,4152665
"Bosnia and Herzegovina",1966,3574972
"Botswana",1966,612950
"Brazil",1966,86494987
"Brunei",1966,107450
"Bulgaria",1966,8269118
"Burkina Faso",1966,5256363
"Burundi",1966,3153879
"Cambodia",1966,6588993
"Cameroon",1966,6130990
"Canada",1966,20041006
"Cape Verde",1966,239765
"Central African Republic",1966,1682874
"Chad",1966,3373563
"Chile",1966,8802926
"China",1966,724490033
"Colombia",1966,19721464
"Comoros",1966,209536
"Congo, Dem. Rep.",1966,17861860
"Congo, Rep.",1966,1190361
"Costa Rica",1966,1642189
"Cote d'Ivoire",1966,4400054
"Croatia",1966,4350815
"Cuba",1966,8110428
"Cyprus",1966,585311
"Czech Republic",1966,9811540
"Denmark",1966,4796157
"Djibouti",1966,122868
"Dominican Republic",1966,4001377
"Ecuador",1966,5405692
"Egypt",1966,31660914
"El Salvador",1966,3290397
"Equatorial Guinea",1966,275470
"Eritrea",1966,1629333
"Estonia",1966,1305025
"Ethiopia",1966,25641176
"Fiji",1966,476329
"Finland",1966,4577033
"France",1966,49411342
"French Polynesia",1966,96730
"Gabon",1966,542562
"Gambia",1966,408182
"Georgia",1966,4529961
"Germany",1966,76558016
"Ghana",1966,7890992
"Greece",1966,8580600
"Greenland",1966,39616
"Grenada",1966,94878
"Guatemala",1966,4858880
"Guinea",1966,3948206
"Guinea-Bissau",1966,662597
"Guyana",1966,662332
"Haiti",1966,4357482
"Honduras",1966,2420234
"Hong Kong, China",1966,3868497
"Hungary",1966,10204575
"Iceland",1966,194935
"India",1966,508402908
"Indonesia",1966,103067352
"Iran",1966,25624650
"Iraq",1966,8651167
"Ireland",1966,2869311
"Israel",1966,2591594
"Italy",1966,52076758
"Jamaica",1966,1786547
"Japan",1966,98494630
"Jordan",1966,1210948
"Kazakhstan",1966,12200891
"Kenya",1966,9822505
"Kiribati",1966,47461
"South Korea",1966,29006181
"Kuwait",1966,533521
"Kyrgyz Republic",1966,2655349
"Lao",1966,2437527
"Latvia",1966,2284214
"Lebanon",1966,2136640
"Lesotho",1966,951736
"Liberia",1966,1283304
"Libya",1966,1787080
"Lithuania",1966,3003571
"Luxembourg",1966,332421
"Macao, China",1966,216873
"Macedonia, FYR",1966,1617797
"Madagascar",1966,5918060
"Malawi",1966,4158132
"Malaysia",1966,9844116
"Maldives",1966,105145
"Mali",1966,5635859
"Malta",1966,305357
"Mauritania",1966,1021880
"Mauritius",1966,769556
"Mexico",1966,46010959
"Micronesia, Fed. Sts.",1966,54201
"Moldova",1966,3392084
"Mongolia",1966,1139960
"Montenegro",1966,533909
"Morocco",1966,14617077
"Mozambique",1966,8482373
"Namibia",1966,700316
"Nepal",1966,11100672
"Netherlands",1966,12372136
"New Caledonia",1966,93682
"New Zealand",1966,2668590
"Nicaragua",1966,2125233
"Niger",1966,4032210
"Nigeria",1966,51336375
"Norway",1966,3754010
"Oman",1966,642005
"Pakistan",1966,52194629
"Panama",1966,1353805
"Papua New Guinea",1966,2208422
"Paraguay",1966,2229373
"Peru",1966,11941327
"Philippines",1966,31867565
"Poland",1966,31824145
"Portugal",1966,8839831
"Puerto Rico",1966,2609261
"Qatar",1966,79735
"Romania",1966,19582342
"Russia",1966,127396324
"Rwanda",1966,3319077
"St. Lucia",1966,97877
"St. Vincent and the Grenadines",1966,86860
"Samoa",1966,130687
"Saudi Arabia",1966,5015672
"Senegal",1966,3754268
"Serbia",1966,7888802
"Seychelles",1966,47851
"Sierra Leone",1966,2365801
"Singapore",1966,1921099
"Slovak Republic",1966,4412907
"Slovenia",1966,1636660
"Solomon Islands",1966,141027
"South Africa",1966,20325230
"Spain",1966,32536637
"Sri Lanka",1966,11385943
"Sudan",1966,9013112
"Suriname",1966,341137
"Swaziland",1966,401295
"Sweden",1966,7804200
"Switzerland",1966,5916911
"Syria",1966,5579283
"Tajikistan",1966,2575335
"Tanzania",1966,12038886
"Thailand",1966,32789097
"Timor-Leste",1966,557252
"Togo",1966,1774029
"Tonga",1966,76787
"Trinidad and Tobago",1966,919902
"Tunisia",1966,4638271
"Turkey",1966,31718266
"Turkmenistan",1966,1949425
"Uganda",1966,8292747
"Ukraine",1966,45682314
"United Arab Emirates",1966,161077
"United Kingdom",1966,54606608
"United States",1966,201629471
"Uruguay",1966,2722874
"Uzbekistan",1966,10559050
"Vanuatu",1966,76410
"Venezuela",1966,10175143
"West Bank and Gaza",1966,1184822
"Vietnam",1966,38959335
"Yemen",1966,5720538
"Zambia",1966,3674088
"Zimbabwe",1966,4568320
"Albania",1967,1998695
"Algeria",1967,13354197
"Angola",1967,5962831
"Antigua and Barbuda",1967,62002
"Argentina",1967,22932201
"Armenia",1967,2332624
"Aruba",1967,58049
"Australia",1967,11975795
"Austria",1967,7390853
"Azerbaijan",1967,4832098
"Bahamas",1967,152607
"Bahrain",1967,196203
"Bangladesh",1967,59625294
"Barbados",1967,236620
"Belarus",1967,8785138
"Belgium",1967,9543533
"Belize",1967,112699
"Benin",1967,2733450
"Bhutan",1967,266293
"Bolivia",1967,4237126
"Bosnia and Herzegovina",1967,3619997
"Botswana",1967,631276
"Brazil",1967,88853679
"Brunei",1967,112680
"Bulgaria",1967,8328838
"Burkina Faso",1967,5343020
"Burundi",1967,3235125
"Cambodia",1967,6695460
"Cameroon",1967,6280743
"Canada",1967,20389445
"Cape Verde",1967,248733
"Central African Republic",1967,1718558
"Chad",1967,3436227
"Chile",1967,8995410
"China",1967,744365635
"Colombia",1967,20311369
"Comoros",1967,214038
"Congo, Dem. Rep.",1967,18378189
"Congo, Rep.",1967,1224041
"Costa Rica",1967,1694711
"Cote d'Ivoire",1967,4591238
"Croatia",1967,4370856
"Cuba",1967,8263547
"Cyprus",1967,591304
"Czech Republic",1967,9808728
"Denmark",1967,4831242
"Djibouti",1967,131403
"Dominican Republic",1967,4125107
"Ecuador",1967,5566057
"Egypt",1967,32456565
"El Salvador",1967,3383674
"Equatorial Guinea",1967,282445
"Eritrea",1967,1670821
"Estonia",1967,1319284
"Ethiopia",1967,26280771
"Fiji",1967,487911
"Finland",1967,4584264
"France",1967,49791771
"French Polynesia",1967,100031
"Gabon",1967,553829
"Gambia",1967,416342
"Georgia",1967,4577953
"Germany",1967,77106876
"Ghana",1967,8057442
"Greece",1967,8630672
"Greenland",1967,41360
"Grenada",1967,94962
"Guatemala",1967,4993104
"Guinea",1967,4021880
"Guinea-Bissau",1967,673893
"Guyana",1967,671986
"Haiti",1967,4445531
"Honduras",1967,2486288
"Hong Kong, China",1967,3901653
"Hungary",1967,10238930
"Iceland",1967,197356
"India",1967,519162069
"Indonesia",1967,105907403
"Iran",1967,26318116
"Iraq",1967,8947399
"Ireland",1967,2882095
"Israel",1967,2652697
"Italy",1967,52444751
"Jamaica",1967,1807640
"Japan",1967,99711082
"Jordan",1967,1320414
"Kazakhstan",1967,12455366
"Kenya",1967,10154489
"Kiribati",1967,48440
"South Korea",1967,29606633
"Kuwait",1967,585831
"Kyrgyz Republic",1967,2735838
"Lao",1967,2495093
"Latvia",1967,2305718
"Lebanon",1967,2174850
"Lesotho",1967,970972
"Liberia",1967,1315119
"Libya",1967,1861661
"Lithuania",1967,3038216
"Luxembourg",1967,334231
"Macao, China",1967,227258
"Macedonia, FYR",1967,1644944
"Madagascar",1967,6072270
"Malawi",1967,4262013
"Malaysia",1967,10111920
"Maldives",1967,107488
"Mali",1967,5706198
"Malta",1967,304805
"Mauritania",1967,1052285
"Mauritius",1967,784777
"Mexico",1967,47429553
"Micronesia, Fed. Sts.",1967,56324
"Moldova",1967,3444850
"Mongolia",1967,1173186
"Montenegro",1967,530234
"Morocco",1967,14978905
"Mozambique",1967,8668529
"Namibia",1967,718622
"Nepal",1967,11307139
"Netherlands",1967,12525253
"New Caledonia",1967,96068
"New Zealand",1967,2704205
"Nicaragua",1967,2189880
"Niger",1967,4144238
"Nigeria",1967,52468593
"Norway",1967,3784579
"Oman",1967,660117
"Pakistan",1967,53594445
"Panama",1967,1393800
"Papua New Guinea",1967,2258877
"Paraguay",1967,2289579
"Peru",1967,12282081
"Philippines",1967,32826602
"Poland",1967,32085011
"Portugal",1967,8774391
"Puerto Rico",1967,2634348
"Qatar",1967,86161
"Romania",1967,19810623
"Russia",1967,128165823
"Rwanda",1967,3418313
"St. Lucia",1967,99526
"St. Vincent and the Grenadines",1967,87736
"Samoa",1967,134194
"Saudi Arabia",1967,5196349
"Senegal",1967,3862783
"Serbia",1967,7942638
"Seychelles",1967,48911
"Sierra Leone",1967,2399667
"Singapore",1967,1960547
"Slovak Republic",1967,4442799
"Slovenia",1967,1643697
"Solomon Islands",1967,145354
"South Africa",1967,20843785
"Spain",1967,32873962
"Sri Lanka",1967,11661660
"Sudan",1967,9299545
"Suriname",1967,350755
"Swaziland",1967,411478
"Sweden",1967,7870642
"Switzerland",1967,5991681
"Syria",1967,5767478
"Tajikistan",1967,2659452
"Tanzania",1967,12406040
"Thailand",1967,33778500
"Timor-Leste",1967,567330
"Togo",1967,1855445
"Tonga",1967,79048
"Trinidad and Tobago",1967,925918
"Tunisia",1967,4737633
"Turkey",1967,32448404
"Turkmenistan",1967,2008148
"Uganda",1967,8580632
"Ukraine",1967,46060456
"United Arab Emirates",1967,171781
"United Kingdom",1967,54904680
"United States",1967,203713082
"Uruguay",1967,2750093
"Uzbekistan",1967,10894306
"Vanuatu",1967,78518
"Venezuela",1967,10528054
"West Bank and Gaza",1967,1165200
"Vietnam",1967,40074695
"Yemen",1967,5827223
"Zambia",1967,3792864
"Zimbabwe",1967,4718612
"Albania",1968,2049147
"Algeria",1968,13744383
"Angola",1968,6066094
"Antigua and Barbuda",1968,63176
"Argentina",1968,23261273
"Armenia",1968,2394635
"Aruba",1968,58385
"Australia",1968,12305530
"Austria",1968,7433328
"Azerbaijan",1968,4950977
"Bahamas",1968,158629
"Bahrain",1968,200953
"Bangladesh",1968,61585520
"Barbados",1968,237199
"Belarus",1968,8874070
"Belgium",1968,9589107
"Belize",1968,116061
"Benin",1968,2788551
"Bhutan",1968,273868
"Bolivia",1968,4324066
"Bosnia and Herzegovina",1968,3661642
"Botswana",1968,650730
"Brazil",1968,91213009
"Brunei",1968,118176
"Bulgaria",1968,8386016
"Burkina Faso",1968,5434040
"Burundi",1968,3317315
"Cambodia",1968,6795514
"Cameroon",1968,6437157
"Canada",1968,20739031
"Cape Verde",1968,257478
"Central African Republic",1968,1755260
"Chad",1968,3500778
"Chile",1968,9187592
"China",1968,765570668
"Colombia",1968,20905061
"Comoros",1968,218794
"Congo, Dem. Rep.",1968,18913177
"Congo, Rep.",1968,1259190
"Costa Rica",1968,1746870
"Cote d'Ivoire",1968,4794399
"Croatia",1968,4389321
"Cuba",1968,8413329
"Cyprus",1968,598491
"Czech Republic",1968,9800665
"Denmark",1968,4865343
"Djibouti",1968,140461
"Dominican Republic",1968,4250026
"Ecuador",1968,5730908
"Egypt",1968,33252275
"El Salvador",1968,3477702
"Equatorial Guinea",1968,288701
"Eritrea",1968,1713846
"Estonia",1968,1333213
"Ethiopia",1968,26945459
"Fiji",1968,498887
"Finland",1968,4589226
"France",1968,50126895
"French Polynesia",1968,103385
"Gabon",1968,565878
"Gambia",1968,425509
"Georgia",1968,4622441
"Germany",1968,77611000
"Ghana",1968,8221021
"Greece",1968,8682351
"Greenland",1968,43100
"Grenada",1968,94875
"Guatemala",1968,5131461
"Guinea",1968,4094528
"Guinea-Bissau",1968,686155
"Guyana",1968,680068
"Haiti",1968,4534233
"Honduras",1968,2552200
"Hong Kong, China",1968,3915095
"Hungary",1968,10273730
"Iceland",1968,199634
"India",1968,530274729
"Indonesia",1968,108821565
"Iran",1968,27032944
"Iraq",1968,9260685
"Ireland",1968,2897541
"Israel",1968,2711303
"Italy",1968,52802703
"Jamaica",1968,1827989
"Japan",1968,100988866
"Jordan",1968,1438986
"Kazakhstan",1968,12682452
"Kenya",1968,10502250
"Kiribati",1968,49389
"South Korea",1968,30204127
"Kuwait",1968,639170
"Kyrgyz Republic",1968,2814423
"Lao",1968,2554843
"Latvia",1968,2326128
"Lebanon",1968,2210965
"Lesotho",1968,990869
"Liberia",1968,1348448
"Libya",1968,1941056
"Lithuania",1968,3071465
"Luxembourg",1968,335831
"Macao, China",1968,237129
"Macedonia, FYR",1968,1672401
"Madagascar",1968,6232704
"Malawi",1968,4370664
"Malaysia",1968,10375877
"Maldives",1968,109901
"Mali",1968,5780834
"Malta",1968,304514
"Mauritania",1968,1083586
"Mauritius",1968,799139
"Mexico",1968,48893607
"Micronesia, Fed. Sts.",1968,58404
"Moldova",1968,3495134
"Mongolia",1968,1207108
"Montenegro",1968,524844
"Morocco",1968,15335173
"Mozambique",1968,8860823
"Namibia",1968,737802
"Nepal",1968,11524132
"Netherlands",1968,12675176
"New Caledonia",1968,98572
"New Zealand",1968,2738283
"Nicaragua",1968,2256779
"Niger",1968,4258415
"Nigeria",1968,53640547
"Norway",1968,3815399
"Oman",1968,679593
"Pakistan",1968,55045897
"Panama",1968,1434660
"Papua New Guinea",1968,2313017
"Paraguay",1968,2350900
"Peru",1968,12629333
"Philippines",1968,33797041
"Poland",1968,32330582
"Portugal",1968,8709805
"Puerto Rico",1968,2656275
"Qatar",1968,93043
"Romania",1968,20055983
"Russia",1968,128837792
"Rwanda",1968,3527260
"St. Lucia",1968,101181
"St. Vincent and the Grenadines",1968,88615
"Samoa",1968,137503
"Saudi Arabia",1968,5389848
"Senegal",1968,3975614
"Serbia",1968,7998000
"Seychelles",1968,49985
"Sierra Leone",1968,2435197
"Singapore",1968,1998637
"Slovak Republic",1968,4470632
"Slovenia",1968,1651094
"Solomon Islands",1968,149926
"South Africa",1968,21374931
"Spain",1968,33211168
"Sri Lanka",1968,11940634
"Sudan",1968,9598196
"Suriname",1968,359735
"Swaziland",1968,422266
"Sweden",1968,7936726
"Switzerland",1968,6056358
"Syria",1968,5963248
"Tajikistan",1968,2743461
"Tanzania",1968,12787494
"Thailand",1968,34790945
"Timor-Leste",1968,577824
"Togo",1968,1945781
"Tonga",1968,81096
"Trinidad and Tobago",1968,931466
"Tunisia",1968,4842166
"Turkey",1968,33196289
"Turkmenistan",1968,2066889
"Uganda",1968,8872866
"Ukraine",1968,46409007
"United Arab Emirates",1968,185312
"United Kingdom",1968,55171084
"United States",1968,205687611
"Uruguay",1968,2774771
"Uzbekistan",1968,11240523
"Vanuatu",1968,80669
"Venezuela",1968,10881995
"West Bank and Gaza",1968,1141217
"Vietnam",1968,41195833
"Yemen",1968,5937125
"Zambia",1968,3916928
"Zimbabwe",1968,4874113
"Albania",1969,2099657
"Algeria",1969,14144437
"Angola",1969,6177703
"Antigua and Barbuda",1969,64307
"Argentina",1969,23605992
"Armenia",1969,2456370
"Aruba",1969,58724
"Australia",1969,12621240
"Austria",1969,7473058
"Azerbaijan",1969,5066080
"Bahamas",1969,164250
"Bahrain",1969,206469
"Bangladesh",1969,63422570
"Barbados",1969,237911
"Belarus",1969,8959483
"Belgium",1969,9629528
"Belize",1969,119260
"Benin",1969,2846652
"Bhutan",1969,282210
"Bolivia",1969,4413584
"Bosnia and Herzegovina",1969,3702834
"Botswana",1969,671305
"Brazil",1969,93585746
"Brunei",1969,123875
"Bulgaria",1969,8441214
"Burkina Faso",1969,5528172
"Burundi",1969,3392949
"Cambodia",1969,6902025
"Cameroon",1969,6600479
"Canada",1969,21089228
"Cape Verde",1969,264885
"Central African Republic",1969,1792150
"Chad",1969,3569778
"Chile",1969,9377005
"China",1969,787191243
"Colombia",1969,21490948
"Comoros",1969,223629
"Congo, Dem. Rep.",1969,19458874
"Congo, Rep.",1969,1296137
"Costa Rica",1969,1798315
"Cote d'Ivoire",1969,5010962
"Croatia",1969,4406607
"Cuba",1969,8563191
"Cyprus",1969,606117
"Czech Republic",1969,9798793
"Denmark",1969,4898350
"Djibouti",1969,149891
"Dominican Republic",1969,4376056
"Ecuador",1969,5899842
"Egypt",1969,34038147
"El Salvador",1969,3572667
"Equatorial Guinea",1969,292014
"Eritrea",1969,1758668
"Estonia",1969,1346854
"Ethiopia",1969,27653622
"Fiji",1969,509659
"Finland",1969,4595807
"France",1969,50466183
"French Polynesia",1969,106858
"Gabon",1969,578114
"Gambia",1969,435800
"Georgia",1969,4665146
"Germany",1969,78038271
"Ghana",1969,8397346
"Greece",1969,8732308
"Greenland",1969,44703
"Grenada",1969,94682
"Guatemala",1969,5274726
"Guinea",1969,4160375
"Guinea-Bissau",1969,698917
"Guyana",1969,687658
"Haiti",1969,4622209
"Honduras",1969,2620014
"Hong Kong, China",1969,3928928
"Hungary",1969,10309211
"Iceland",1969,201941
"India",1969,541844848
"Indonesia",1969,111800090
"Iran",1969,27765239
"Iraq",1969,9585576
"Ireland",1969,2918626
"Israel",1969,2775162
"Italy",1969,53160056
"Jamaica",1969,1849463
"Japan",1969,102323674
"Jordan",1969,1553585
"Kazakhstan",1969,12897025
"Kenya",1969,10867717
"Kiribati",1969,50303
"South Korea",1969,30811523
"Kuwait",1969,693876
"Kyrgyz Republic",1969,2890720
"Lao",1969,2618246
"Latvia",1969,2346012
"Lebanon",1969,2250609
"Lesotho",1969,1011308
"Liberia",1969,1383305
"Libya",1969,2025282
"Lithuania",1969,3104292
"Luxembourg",1969,337565
"Macao, China",1969,245310
"Macedonia, FYR",1969,1698140
"Madagascar",1969,6400454
"Malawi",1969,4484456
"Malaysia",1969,10640347
"Maldives",1969,112591
"Mali",1969,5861411
"Malta",1969,304401
"Mauritania",1969,1115790
"Mauritius",1969,812944
"Mexico",1969,50423127
"Micronesia, Fed. Sts.",1969,60167
"Moldova",1969,3544635
"Mongolia",1969,1242213
"Montenegro",1969,520644
"Morocco",1969,15687996
"Mozambique",1969,9058691
"Namibia",1969,758305
"Nepal",1969,11750914
"Netherlands",1969,12821786
"New Caledonia",1969,101494
"New Zealand",1969,2775684
"Nicaragua",1969,2326136
"Niger",1969,4375837
"Nigeria",1969,54859201
"Norway",1969,3845932
"Oman",1969,700729
"Pakistan",1969,56545924
"Panama",1969,1476478
"Papua New Guinea",1969,2371515
"Paraguay",1969,2412565
"Peru",1969,12982444
"Philippines",1969,34787588
"Poland",1969,32571673
"Portugal",1969,8669641
"Puerto Rico",1969,2680190
"Qatar",1969,100697
"Romania",1969,20305391
"Russia",1969,129475269
"Rwanda",1969,3640591
"St. Lucia",1969,102747
"St. Vincent and the Grenadines",1969,89518
"Samoa",1969,140520
"Saudi Arabia",1969,5601649
"Senegal",1969,4093763
"Serbia",1969,8056663
"Seychelles",1969,51124
"Sierra Leone",1969,2473165
"Singapore",1969,2036270
"Slovak Republic",1969,4499554
"Slovenia",1969,1659553
"Solomon Islands",1969,154876
"South Africa",1969,21926165
"Spain",1969,33558627
"Sri Lanka",1969,12217248
"Sudan",1969,9909152
"Suriname",1969,366845
"Swaziland",1969,433709
"Sweden",1969,7997380
"Switzerland",1969,6114719
"Syria",1969,6166933
"Tajikistan",1969,2829641
"Tanzania",1969,13186560
"Thailand",1969,35826803
"Timor-Leste",1969,589519
"Togo",1969,2034909
"Tonga",1969,82879
"Trinidad and Tobago",1969,937846
"Tunisia",1969,4950153
"Turkey",1969,33969201
"Turkmenistan",1969,2126749
"Uganda",1969,9162773
"Ukraine",1969,46746668
"United Arab Emirates",1969,205570
